#T[gradi]	dT[gradi]	lambda[nm]	dlambda[nm]
12 		1		780		1
15 		1 		780 		1
17 		1 		781 		1
19 		1 		781 		1
21 		1 		781 		1
23 		1 		781 		1
25 		1 		781 		1
26 		1 		782 		1
27 		1 		783 		1
29 		1 		783 		1
31 		1 		783 		1
33 		1 		784 		1
34 		1 		785 		1
36 		1 		785 		1
38 		1 		785 		1
40 		1 		785 		1
42 		1 		785 		1
44 		1 		786 		1
45 		1 		786 		1
