3/10/2021 9:51:00 AM
Series 1
-----------------------------------------------
Frequency (kHz)	Degrees (°)
185.578   15.239
185.588   15.337
185.598   15.467
185.607   15.659
185.617   15.800
185.627   16.180
185.637   16.340
185.646   16.264
185.656   16.767
185.666   17.117
185.676   17.010
185.685   17.398
185.695   17.653
185.705   17.539
185.714   17.934
185.724   18.009
185.734   17.870
185.744   18.671
185.753   18.707
185.763   18.639
185.773   19.082
185.782   19.085
185.792   19.366
185.802   19.315
185.812   19.704
185.821   19.709
185.831   20.028
185.841   20.196
185.851   20.234
185.860   20.371
185.870   20.848
185.880   20.712
185.889   20.940
185.899   21.328
185.909   21.130
185.919   21.541
185.928   21.821
185.938   21.929
185.948   21.780
185.957   22.245
185.967   22.430
185.977   22.309
185.987   22.613
185.996   22.873
186.006   22.845
186.016   22.984
186.026   23.427
186.035   23.512
186.045   23.485
186.055   23.553
186.064   23.865
186.074   23.847
186.084   23.982
186.094   24.202
186.103   24.467
186.113   24.703
186.123   24.554
186.133   24.796
186.142   24.948
186.152   24.863
186.162   24.929
186.171   25.398
186.181   25.466
186.191   25.514
186.201   25.712
186.210   25.594
186.220   26.005
186.230   26.130
186.239   26.283
186.249   26.244
186.259   26.441
186.269   26.716
186.278   26.801
186.288   27.043
186.298   27.040
186.308   26.973
186.317   27.158
186.327   27.239
186.337   27.545
186.346   27.649
186.356   27.847
186.366   27.934
186.376   27.847
186.385   28.131
186.395   28.278
186.405   28.253
186.414   28.497
186.424   28.658
186.434   28.708
186.444   28.719
186.453   28.847
186.463   28.983
186.473   29.034
186.483   29.183
186.492   29.323
186.502   29.439
186.512   29.764
186.521   29.845
186.531   29.821
186.541   29.771
186.551   29.891
186.560   30.055
186.570   30.306
186.580   30.382
186.590   30.488
186.599   30.617
186.609   30.820
186.619   30.873
186.628   30.931
186.638   30.921
186.648   31.013
186.658   31.118
186.667   31.395
186.677   31.395
186.687   31.576
186.696   31.655
186.706   31.836
186.716   31.900
186.726   32.003
186.735   32.059
186.745   32.193
186.755   32.383
186.765   32.486
186.774   32.572
186.784   32.632
186.794   32.589
186.803   32.764
186.813   32.851
186.823   33.110
186.833   33.190
186.842   33.312
186.852   33.322
186.862   33.607
186.871   33.619
186.881   33.817
186.891   33.844
186.901   33.971
186.910   34.040
186.920   34.140
186.930   34.339
186.940   34.327
186.949   34.538
186.959   34.701
186.969   34.670
186.978   34.847
186.988   35.023
186.998   35.068
187.008   35.193
187.017   35.328
187.027   35.533
187.037   35.644
187.047   35.720
187.056   35.765
187.066   36.039
187.076   36.169
187.085   36.327
187.095   36.326
187.105   36.464
187.115   36.720
187.124   36.918
187.134   36.880
187.144   37.164
187.153   37.259
187.163   37.318
187.173   37.490
187.183   37.620
187.192   37.915
187.202   38.060
187.212   38.265
187.222   38.487
187.231   38.559
187.241   38.830
187.251   38.986
187.260   39.166
187.270   39.326
187.280   39.642
187.290   39.756
187.299   40.069
187.309   40.251
187.319   40.514
187.328   40.843
187.338   41.039
187.348   41.284
187.358   41.580
187.367   41.789
187.377   42.056
187.387   42.416
187.397   42.699
187.406   42.979
187.416   43.360
187.426   43.638
187.435   44.026
187.445   44.336
187.455   44.870
187.465   45.152
187.474   45.632
187.484   45.917
187.494   46.334
187.504   46.787
187.513   47.877
187.523   47.799
187.533   48.658
187.542   49.115
187.552   49.767
187.562   50.390
187.572   51.080
187.581   51.792
187.591   52.541
187.601   53.386
187.610   54.199
187.620   55.077
187.630   55.998
187.640   57.022
187.649   58.042
187.659   59.221
187.669   60.401
187.679   61.734
187.688   63.018
187.698   64.497
187.708   66.063
187.717   67.742
187.727   69.483
187.737   71.459
187.747   73.429
187.756   75.594
187.766   77.868
187.776   80.363
187.785   82.959
187.795   85.763
187.805   88.685
187.815   91.760
187.824   95.069
187.834   98.483
187.844   102.066
187.854   105.801
187.863   109.659
187.873   113.571
187.883   117.562
187.892   121.579
187.902   125.611
187.912   129.548
187.922   133.431
187.931   137.224
187.941   140.839
187.951   144.263
187.961   147.498
187.970   150.501
187.980   153.320
187.990   155.935
187.999   158.361
188.009   160.557
188.019   162.604
188.029   164.494
188.038   166.239
188.048   167.844
188.058   169.373
188.067   170.750
188.077   172.036
188.087   173.250
188.097   174.376
188.106   175.377
188.116   176.399
188.126   177.326
188.136   178.231
188.145   178.998
188.155   179.751
188.165   -179.575
188.174   -178.877
188.184   -178.269
188.194   -177.627
188.204   -177.050
188.213   -176.461
188.223   -175.924
188.233   -175.404
188.243   -174.970
188.252   -174.503
188.262   -174.061
188.272   -173.594
188.281   -173.252
188.291   -172.897
188.301   -172.413
188.311   -172.119
188.320   -171.787
188.330   -171.460
188.340   -171.180
188.349   -170.836
188.359   -170.573
188.369   -170.268
188.379   -169.970
188.388   -169.709
188.398   -169.512
188.408   -169.256
188.418   -169.006
188.427   -168.787
188.437   -168.535
188.447   -168.325
188.456   -168.173
188.466   -167.916
188.476   -167.792
188.486   -167.575
188.495   -167.360
188.505   -167.176
188.515   -167.061
188.524   -166.910
188.534   -166.637
188.544   -166.432
188.554   -166.454
188.563   -166.161
188.573   -166.007
188.583   -165.946
188.593   -165.706
188.602   -165.594
188.612   -165.578
188.622   -165.310
188.631   -165.163
188.641   -165.076
188.651   -164.944
188.661   -164.725
188.670   -164.596
188.680   -164.480
188.690   -164.305
188.700   -164.284
188.709   -164.156
188.719   -164.042
188.729   -164.043
188.738   -163.842
188.748   -163.854
188.758   -163.619
188.768   -163.641
188.777   -163.433
188.787   -163.430
188.797   -163.246
188.806   -163.155
188.816   -163.155
188.826   -163.080
188.836   -162.946
188.845   -162.841
188.855   -162.697
188.865   -162.524
188.875   -162.576
188.884   -162.394
188.894   -162.186
188.904   -162.491
188.913   -162.245
188.923   -162.213
188.933   -161.926
188.943   -161.856
188.952   -161.878
188.962   -161.844
188.972   -161.754
188.981   -161.629
188.991   -161.505
189.001   -161.359
189.011   -161.307
189.020   -161.339
189.030   -161.251
189.040   -161.022
189.050   -161.183
189.059   -161.055
189.069   -160.941
189.079   -160.628
189.088   -160.677
189.098   -160.683
189.108   -160.545
189.118   -160.687
189.127   -160.451
189.137   -160.502
189.147   -160.421
189.157   -160.297
189.166   -160.267
189.176   -159.984
189.186   -160.091
189.195   -160.125
189.205   -160.007
189.215   -159.774
189.225   -159.968
189.234   -159.741
189.244   -159.536
189.254   -159.849
189.263   -159.753
189.273   -159.749
189.283   -159.298
189.293   -159.269
189.302   -159.446
189.312   -159.295
189.322   -159.114
189.332   -159.139
189.341   -159.133
189.351   -158.846
189.361   -158.908
189.370   -158.890
189.380   -158.852
189.390   -158.774
189.400   -158.757
189.409   -158.610
189.419   -158.527
189.429   -158.510
189.438   -158.408
189.448   -158.503
189.458   -158.628
189.468   -158.686
189.477   -158.248
189.487   -158.227
189.497   -158.096
189.507   -158.101
189.516   -158.062
189.526   -158.053
189.536   -157.964
189.545   -157.957
189.555   -157.655
189.565   -157.859
189.575   -157.831
189.584   -157.895
189.594   -157.490
189.604   -157.263
189.614   -157.697
189.623   -157.664
189.633   -157.642
189.643   -157.560
189.652   -157.561
189.662   -157.284
189.672   -157.317
189.682   -157.219
189.691   -157.132
189.701   -157.371
189.711   -157.133
189.720   -157.419
189.730   -157.072
189.740   -157.035
189.750   -157.005
189.759   -157.055
189.769   -156.926
189.779   -156.986
189.789   -157.014
189.798   -157.010
189.808   -156.879
189.818   -156.719
189.827   -156.869
189.837   -156.854
189.847   -157.006
189.857   -156.488
189.866   -156.821
189.876   -156.828
189.886   -156.821
189.895   -156.612
189.905   -156.614
189.915   -156.407
189.925   -156.442
189.934   -156.518
189.944   -156.277
189.954   -156.376
189.964   -156.264
189.973   -156.650
189.983   -156.461
189.993   -156.418
190.002   -156.544
190.012   -156.373
190.022   -156.436
190.032   -156.320
190.041   -156.243
190.051   -156.288
190.061   -156.211
190.071   -156.318
190.080   -155.992
190.090   -156.264
190.100   -156.044
190.109   -156.371
190.119   -156.617
190.129   -155.953
190.139   -156.218
190.148   -155.952
190.158   -156.332
190.168   -155.958
190.177   -156.135
190.187   -156.406
190.197   -156.313
190.207   -156.135
190.216   -156.344
190.226   -156.179
190.236   -156.387
190.246   -156.009
190.255   -156.487
190.265   -156.274
190.275   -156.445
190.284   -156.310
190.294   -156.362
190.304   -155.933
190.314   -156.181
190.323   -156.515
190.333   -156.278
190.343   -156.369
190.352   -156.088
190.362   -156.316
190.372   -156.145
190.382   -156.244
190.391   -156.450
190.401   -156.704
190.411   -156.486
190.421   -156.312
190.430   -156.296
190.440   -156.428
190.450   -156.921
190.459   -156.392
190.469   -156.664
190.479   -156.376
190.489   -156.120
190.498   -156.659
190.508   -156.368
190.518   -156.165
190.528   -156.432
190.537   -156.572
190.547   -157.082
190.557   -156.827
190.566   -156.208
190.576   -156.514
190.586   -156.402
190.596   -156.574
190.605   -156.792
190.615   -156.646
190.625   -156.692
190.634   -156.648
190.644   -156.351
190.654   -156.986
190.664   -156.824
190.673   -156.493
190.683   -156.863
190.693   -156.873
190.703   -156.035
190.712   -157.270
190.722   -156.373
190.732   -156.574
190.741   -156.406
190.751   -156.817
190.761   -156.910
190.771   -156.701
190.780   -156.539
190.790   -156.548
190.800   -156.614
190.810   -156.460
190.819   -156.492
190.829   -156.556
190.839   -156.714
190.848   -156.742
190.858   -156.471
190.868   -156.653
190.878   -156.671
190.887   -156.633
190.897   -156.728
190.907   -156.511
190.916   -156.498
190.926   -157.000
190.936   -156.650
190.946   -156.570
190.955   -156.614
190.965   -156.321
190.975   -156.757
190.985   -156.729
190.994   -156.233
191.004   -156.514
191.014   -156.483
191.023   -156.421
191.033   -156.684
191.043   -156.675
191.053   -156.438
191.062   -156.800
191.072   -156.468
191.082   -156.594
191.091   -156.552
191.101   -156.669
191.111   -156.428
191.121   -156.279
191.130   -156.422
191.140   -156.400
191.150   -156.608
191.160   -156.548
191.169   -156.791
191.179   -156.544
191.189   -156.647
191.198   -156.385
191.208   -156.104
191.218   -156.357
191.228   -156.708
191.237   -156.600
191.247   -156.440
191.257   -156.311
191.267   -156.521
191.276   -156.478
191.286   -156.472
191.296   -156.375
191.305   -156.255
191.315   -156.350
191.325   -156.622
191.335   -156.622
191.344   -155.756
191.354   -156.399
191.364   -155.973
191.373   -156.484
191.383   -156.981
191.393   -155.994
191.403   -156.476
191.412   -156.241
191.422   -156.955
191.432   -156.454
191.442   -156.671
191.451   -156.375
191.461   -156.355
191.471   -156.554
191.480   -156.310
191.490   -156.744
191.500   -156.251
191.510   -156.522
191.519   -156.096
191.529   -156.349
191.539   -156.328
191.548   -156.518
191.558   -156.381
191.568   -156.451
191.578   -155.771
191.587   -156.604
191.597   -156.991
191.607   -156.736
191.617   -156.456
191.626   -156.323
191.636   -156.496
191.646   -156.700
191.655   -156.171
191.665   -156.473
191.675   -156.147
191.685   -156.582
191.694   -156.450
191.704   -156.521
191.714   -156.671
191.724   -156.809
191.733   -156.400
191.743   -156.703
191.753   -156.476
191.762   -155.804
191.772   -156.518
191.782   -156.137
191.792   -155.718
191.801   -156.226
191.811   -156.568
191.821   -156.243
191.830   -156.511
191.840   -156.203
191.850   -156.515
191.860   -156.601
191.869   -156.135
191.879   -156.458
191.889   -155.807
191.899   -156.091
191.908   -156.398
191.918   -156.192
191.928   -155.880
191.937   -156.227
191.947   -156.314
191.957   -156.440
191.967   -156.606
191.976   -156.329
191.986   -156.167
191.996   -156.425
192.005   -156.043
192.015   -156.645
192.025   -155.977
192.035   -156.872
192.044   -155.995
192.054   -156.482
192.064   -155.928
192.074   -156.252
192.083   -156.193
192.093   -156.061
192.103   -156.328
192.112   -156.399
192.122   -155.755
192.132   -155.942
192.142   -156.173
192.151   -155.414
192.161   -156.594
192.171   -156.091
192.181   -155.158
192.190   -156.165
192.200   -155.681
192.210   -155.948
192.219   -155.704
192.229   -155.607
192.239   -155.785
192.249   -156.036
192.258   -155.668
192.268   -155.741
192.278   -156.327
192.287   -155.263
192.297   -155.501
192.307   -155.913
192.317   -156.221
192.326   -155.668
192.336   -155.583
192.346   -155.008
192.356   -155.689
192.365   -155.717
192.375   -155.875
192.385   -155.021
192.394   -155.950
192.404   -155.726
192.414   -156.407
192.424   -155.895
192.433   -155.542
192.443   -155.976
192.453   -156.001
192.462   -155.354
192.472   -155.875
192.482   -154.671
192.492   -156.249
192.501   -155.375
192.511   -155.256
192.521   -155.721
192.531   -155.951
192.540   -155.393
192.550   -155.145
192.560   -154.820
192.569   -154.671
192.579   -155.072
192.589   -154.824
192.599   -155.289
192.608   -154.817
192.618   -154.916
192.628   -155.473
192.638   -155.540
192.647   -155.239
192.657   -155.004
192.667   -154.712
192.676   -154.918
192.686   -154.642
192.696   -154.347
192.706   -153.893
192.715   -154.405
192.725   -154.865
192.735   -155.371
192.744   -154.503
192.754   -154.690
192.764   -154.457
192.774   -154.895
192.783   -154.535
192.793   -154.807
192.803   -154.111
192.813   -154.413
192.822   -154.722
192.832   -153.739
192.842   -154.711
192.851   -153.895
192.861   -154.526
192.871   -153.961
192.881   -154.301
192.890   -154.779
192.900   -153.413
192.910   -153.783
192.919   -154.510
192.929   -154.012
192.939   -153.951
192.949   -153.926
192.958   -154.296
192.968   -153.509
192.978   -153.758
192.988   -153.486
192.997   -153.837
193.007   -153.479
193.017   -154.080
193.026   -153.786
193.036   -153.055
193.046   -153.247
193.056   -153.676
193.065   -153.389
193.075   -154.034
193.085   -153.697
193.095   -153.392
193.104   -152.992



