3/10/2021 9:53:18 AM
Series 1
-----------------------------------------------
Frequency (kHz)	Degrees (°)
183.109   48.607
183.118   47.888
183.128   48.017
183.138   48.012
183.147   48.263
183.157   47.397
183.167   47.686
183.177   46.610
183.186   46.197
183.196   46.664
183.206   45.720
183.215   47.340
183.225   46.075
183.235   46.374
183.245   45.354
183.254   45.354
183.264   46.292
183.274   44.636
183.284   44.752
183.293   45.233
183.303   44.474
183.313   43.515
183.322   44.155
183.332   42.303
183.342   43.669
183.352   43.122
183.361   43.778
183.371   43.714
183.381   42.866
183.390   42.158
183.400   41.262
183.410   42.221
183.420   41.027
183.429   40.928
183.439   41.584
183.449   41.784
183.459   41.034
183.468   39.469
183.478   40.879
183.488   40.922
183.497   39.495
183.507   39.850
183.517   40.327
183.527   40.158
183.536   39.344
183.546   40.120
183.556   38.555
183.566   37.368
183.575   38.566
183.585   38.742
183.595   36.508
183.604   37.011
183.614   37.724
183.624   37.321
183.634   37.226
183.643   37.139
183.653   36.583
183.663   36.528
183.672   35.706
183.682   35.531
183.692   35.988
183.702   34.146
183.711   34.263
183.721   33.836
183.731   33.987
183.741   32.378
183.750   32.847
183.760   33.826
183.770   32.854
183.779   31.167
183.789   30.693
183.799   31.283
183.809   30.044
183.818   30.086
183.828   30.024
183.838   30.575
183.847   29.174
183.857   30.435
183.867   30.055
183.877   27.810
183.886   27.078
183.896   28.303
183.906   27.637
183.916   27.801
183.925   26.231
183.935   26.154
183.945   24.385
183.954   26.458
183.964   24.907
183.974   24.922
183.984   24.417
183.993   23.863
184.003   23.526
184.013   22.651
184.023   22.389
184.032   21.045
184.042   20.938
184.052   20.812
184.061   19.656
184.071   18.965
184.081   18.778
184.091   18.694
184.100   18.445
184.110   16.745
184.120   17.587
184.129   16.260
184.139   14.267
184.149   15.335
184.159   15.113
184.168   14.965
184.178   13.475
184.188   12.913
184.198   12.017
184.207   12.131
184.217   11.810
184.227   10.656
184.236   9.396
184.246   9.983
184.256   10.393
184.266   8.446
184.275   8.962
184.285   7.711
184.295   7.338
184.304   6.157
184.314   6.174
184.324   5.545
184.334   4.981
184.343   5.117
184.353   3.865
184.363   3.576
184.373   3.033
184.382   3.881
184.392   2.023
184.402   1.608
184.411   1.884
184.421   2.108
184.431   0.982
184.441   0.911
184.450   1.404
184.460   0.211
184.470   0.160
184.480   0.098
184.489   -0.388
184.499   -0.224
184.509   -0.171
184.518   -0.780
184.528   -0.244
184.538   -0.763
184.548   -1.322
184.557   -0.980
184.567   -1.634
184.577   -0.792
184.586   -1.756
184.596   -2.475
184.606   -2.582
184.616   -2.341
184.625   -2.621
184.635   -2.192
184.645   -2.888
184.655   -3.529
184.664   -3.067
184.674   -2.877
184.684   -2.591
184.693   -3.172
184.703   -3.533
184.713   -3.106
184.723   -2.532
184.732   -3.012
184.742   -2.985
184.752   -2.669
184.761   -2.282
184.771   -2.514
184.781   -2.843
184.791   -2.511
184.800   -2.614
184.810   -2.515
184.820   -2.168
184.830   -2.343
184.839   -1.697
184.849   -1.742
184.859   -1.341
184.868   -0.972
184.878   -0.669
184.888   -1.009
184.898   -1.078
184.907   -0.588
184.917   -0.699
184.927   -0.532
184.937   -0.193
184.946   -0.010
184.956   -0.164
184.966   0.016
184.975   -0.186
184.985   0.230
184.995   0.082
185.005   0.377
185.014   0.739
185.024   0.922
185.034   1.305
185.043   1.658
185.053   2.033
185.063   2.159
185.073   2.072
185.082   2.124
185.092   2.743
185.102   2.571
185.112   2.926
185.121   3.877
185.131   3.846
185.141   4.214
185.150   4.151
185.160   4.513
185.170   4.910
185.180   5.289
185.189   5.202
185.199   5.459
185.209   5.615
185.218   5.952
185.228   6.514
185.238   6.846
185.248   6.765
185.257   7.218
185.267   7.404
185.277   7.837
185.287   7.902
185.296   8.116
185.306   8.368
185.316   8.836
185.325   8.814
185.335   9.277
185.345   9.526
185.355   9.485
185.364   9.671
185.374   10.405
185.384   10.323
185.394   10.586
185.403   10.798
185.413   10.989
185.423   11.244
185.432   11.834
185.442   11.954
185.452   12.132
185.462   11.804
185.471   11.910
185.481   12.607
185.491   13.088
185.500   13.496
185.510   13.045
185.520   13.371
185.530   13.771
185.539   14.019
185.549   13.999
185.559   14.450
185.569   14.566
185.578   14.672
185.588   15.069
185.598   15.029
185.607   15.450
185.617   15.742
185.627   15.672
