3/10/2021 9:53:18 AM
Series 1
-----------------------------------------------
Frequency (kHz)	Degrees (°)
185.637   16.078
185.646   16.307
185.656   16.583
185.666   16.524
185.676   16.700
185.685   17.171
185.695   17.045
185.705   17.410
185.714   17.670
185.724   17.705
185.734   17.761
185.744   17.994
185.753   18.326
185.763   18.270
185.773   18.775
185.782   18.737
185.792   19.235
185.802   19.383
185.812   19.289
185.821   19.544
185.831   19.785
185.841   20.103
185.851   20.174
185.860   20.219
185.870   20.569
185.880   20.674
185.889   20.561
185.899   20.960
185.909   21.144
185.919   21.441
185.928   21.474
185.938   21.444
185.948   21.928
185.957   21.927
185.967   21.986
185.977   22.297
185.987   22.480
185.996   22.444
186.006   22.721
186.016   22.892
186.026   22.899
186.035   23.128
186.045   23.158
186.055   23.153
186.064   23.620
186.074   23.898
186.084   23.998
186.094   23.910
186.103   23.918
186.113   24.194
186.123   24.224
186.133   24.654
186.142   24.580
186.152   24.645
186.162   24.719
186.171   25.053
186.181   25.245
186.191   25.248
186.201   25.555
186.210   25.752
186.220   25.655
186.230   25.964
186.239   26.084
186.249   26.071
186.259   26.179
186.269   26.359
186.278   26.404
186.288   26.618
186.298   26.796
186.308   26.696
186.317   27.155
186.327   27.289
186.337   27.229
186.346   27.194
186.356   27.589
186.366   27.511
186.376   27.773
186.385   27.898
186.395   27.908
186.405   28.122
186.414   28.018
186.424   28.332
186.434   28.506
186.444   28.456
186.453   28.671
186.463   28.824
186.473   28.987
186.483   28.954
186.492   29.149
186.502   29.219
186.512   29.368
186.521   29.511
186.531   29.562
186.541   29.603
186.551   29.656
186.560   29.920
186.570   30.046
186.580   30.208
186.590   30.198
186.599   30.344
186.609   30.462
186.619   30.325
186.628   30.533
186.638   30.721
186.648   30.833
186.658   30.807
186.667   31.100
186.677   31.183
186.687   31.298
186.696   31.325
186.706   31.457
186.716   31.544
186.726   31.633
186.735   31.813
186.745   31.971
186.755   32.011
186.765   32.092
186.774   32.221
186.784   32.430
186.794   32.337
186.803   32.486
186.813   32.751
186.823   32.806
186.833   32.969
186.842   32.788
186.852   33.184
186.862   33.211
186.871   33.405
186.881   33.512
186.891   33.499
186.901   33.622
186.910   33.815
186.920   33.866
186.930   34.035
186.940   34.157
186.949   34.087
186.959   34.462
186.969   34.484
186.978   34.471
186.988   34.721
186.998   34.853
187.008   35.062
187.017   35.064
187.027   35.194
187.037   35.345
187.047   35.395
187.056   35.623
187.066   35.749
187.076   35.880
187.085   35.930
187.095   36.149
187.105   36.249
187.115   36.530
187.124   36.691
187.134   36.814
187.144   36.979
187.153   36.938
187.163   37.084
187.173   37.362
187.183   37.514
187.192   37.639
187.202   37.945
187.212   38.055
187.222   38.124
187.231   38.286
187.241   38.549
187.251   38.771
187.260   38.973
187.270   39.130
187.280   39.479
187.290   39.629
187.299   39.731
187.309   40.059
187.319   40.265
187.328   40.554
187.338   40.697
187.348   41.085
187.358   41.265
187.367   41.544
187.377   41.849
187.387   42.166
187.397   42.498
187.406   42.707
187.416   43.212
187.426   43.485
187.435   43.890
187.445   44.232
187.455   44.648
187.465   44.992
187.474   45.424
187.484   45.909
187.494   46.346
187.504   46.967
187.513   47.150
187.523   47.969
187.533   48.335
187.542   49.014
187.552   49.608
187.562   50.300
187.572   50.945
187.581   51.658
187.591   52.433
187.601   53.189
187.610   54.023
187.620   54.968
187.630   55.924
187.640   56.982
187.649   58.027
187.659   59.177
187.669   60.394
187.679   61.705
187.688   63.074
187.698   64.507
187.708   66.119
187.717   67.802
187.727   69.607
187.737   71.487
187.747   73.568
187.756   75.720
187.766   78.079
187.776   80.568
187.785   83.175
187.795   85.976
187.805   88.958
187.815   92.064
187.824   95.398
187.834   98.862
187.844   102.489
187.854   106.211
187.863   110.078
187.873   114.025
187.883   118.051
187.892   122.057
187.902   126.055
187.912   130.008
187.922   133.879
187.931   137.612
187.941   141.202
187.951   144.603
187.961   147.817
187.970   150.824
187.980   153.601
187.990   156.158
187.999   158.552
188.009   160.726
188.019   162.736
188.029   164.622
188.038   166.331
188.048   167.912
188.058   169.382
188.067   170.807
188.077   172.070
188.087   173.260
188.097   174.379
188.106   175.382
188.116   176.412
188.126   177.270
188.136   178.147
188.145   178.954
188.155   179.727
188.165   -179.608
188.174   -178.929
188.184   -178.264
188.194   -177.642
188.204   -177.111
188.213   -176.554
188.223   -175.993
188.233   -175.513
188.243   -175.014
188.252   -174.551
188.262   -174.158
188.272   -173.774
188.281   -173.281
188.291   -172.886
188.301   -172.520
188.311   -172.218
188.320   -171.890
188.330   -171.557
188.340   -171.236
188.349   -170.984
188.359   -170.726
188.369   -170.418
188.379   -170.093
188.388   -169.821
188.398   -169.560
188.408   -169.331
188.418   -169.112
188.427   -168.970
188.437   -168.638
188.447   -168.442
188.456   -168.238
188.466   -168.089
188.476   -167.914
188.486   -167.691
188.495   -167.455
188.505   -167.270
188.515   -167.092
188.524   -166.982
188.534   -166.633
188.544   -166.625
188.554   -166.486
188.563   -166.334
188.573   -166.092
188.583   -166.124
188.593   -165.839
188.602   -165.656
188.612   -165.558
188.622   -165.354
188.631   -165.231
188.641   -165.095
188.651   -165.092
188.661   -164.891
188.670   -164.794
188.680   -164.644
188.690   -164.642
188.700   -164.441
188.709   -164.177
188.719   -164.176
188.729   -164.205
188.738   -163.917
188.748   -163.954
188.758   -163.769
188.768   -163.695
188.777   -163.526
188.787   -163.440
188.797   -163.328
188.806   -163.319
188.816   -163.189
188.826   -163.085
188.836   -162.872
188.845   -162.923
188.855   -162.623
188.865   -162.629
188.875   -162.565
188.884   -162.512
188.894   -162.472
188.904   -162.306
188.913   -162.250
188.923   -162.069
188.933   -162.099
188.943   -161.781
188.952   -161.749
188.962   -161.881
188.972   -161.815
188.981   -161.546
188.991   -161.616
189.001   -161.742
189.011   -161.346
189.020   -161.334
189.030   -161.206
189.040   -161.185
189.050   -161.094
189.059   -161.283
189.069   -160.974
189.079   -160.870
189.088   -160.881
189.098   -160.802
189.108   -160.576
189.118   -160.614
189.127   -160.543
189.137   -160.412
189.147   -160.260
189.157   -160.285
189.166   -160.253
189.176   -160.265
189.186   -160.061
189.195   -160.031
189.205   -159.694
189.215   -159.932
189.225   -160.025
189.234   -159.859
189.244   -159.824
189.254   -159.709
189.263   -159.596
189.273   -159.476
189.283   -159.425
189.293   -159.709
189.302   -159.188
189.312   -159.297
189.322   -159.216
189.332   -159.036
189.341   -159.132
189.351   -159.196
189.361   -158.905
189.370   -158.617
189.380   -158.995
189.390   -158.858
189.400   -158.714
189.409   -158.589
189.419   -158.594
189.429   -158.602
189.438   -158.557
189.448   -158.380
189.458   -158.400
189.468   -158.377
189.477   -158.258
189.487   -158.217
189.497   -158.119
189.507   -158.165
189.516   -158.158
189.526   -158.104
189.536   -157.925
189.545   -158.048
189.555   -158.059
189.565   -157.978
189.575   -157.659
189.584   -157.770
189.594   -157.390
189.604   -157.639
189.614   -157.925
189.623   -157.688
189.633   -157.446
189.643   -157.376
189.652   -157.433
189.662   -157.608
189.672   -157.534
189.682   -157.392
189.691   -157.281
189.701   -157.099
189.711   -157.174
189.720   -157.246
189.730   -156.879
189.740   -157.050
189.750   -157.246
189.759   -157.288
189.769   -157.118
189.779   -156.881
189.789   -157.096
189.798   -156.887
189.808   -156.946
189.818   -156.809
189.827   -156.609
189.837   -157.207
189.847   -156.900
189.857   -156.894
189.866   -156.708
189.876   -156.654
189.886   -156.806
189.895   -156.474
189.905   -156.701
189.915   -156.881
189.925   -156.563
189.934   -156.474
189.944   -156.612
189.954   -156.391
189.964   -156.488
189.973   -156.685
189.983   -156.405
189.993   -156.521
190.002   -156.175
190.012   -156.471
190.022   -156.517
190.032   -156.615
190.041   -156.529
190.051   -155.952
190.061   -156.462
190.071   -156.391
190.080   -156.380
190.090   -156.490
190.100   -156.464
190.109   -156.299
190.119   -156.103
190.129   -156.235
190.139   -155.858
190.148   -156.575
190.158   -156.398
190.168   -156.501
190.177   -156.543
190.187   -156.282
190.197   -156.529
190.207   -156.307
190.216   -156.136
190.226   -156.412
190.236   -156.361
190.246   -156.370
190.255   -156.386
190.265   -156.422
190.275   -156.176
190.284   -156.485
190.294   -156.234
190.304   -156.770
190.314   -156.441
190.323   -156.468
190.333   -156.576
190.343   -156.170
190.352   -156.148
190.362   -156.601
190.372   -156.678
190.382   -156.808
190.391   -156.876
190.401   -156.703
190.411   -156.815
190.421   -156.416
190.430   -156.407
190.440   -156.657
190.450   -156.774
190.459   -156.368
190.469   -156.253
190.479   -156.817
190.489   -156.634
190.498   -156.858
190.508   -156.700
190.518   -156.771
190.528   -156.848
190.537   -156.718
190.547   -156.466
190.557   -156.801
190.566   -156.485
190.576   -156.852
190.586   -156.584
190.596   -156.468
190.605   -156.258
190.615   -156.563
190.625   -156.741
190.634   -156.525
190.644   -156.494
190.654   -156.907
190.664   -156.689
190.673   -157.097
190.683   -156.845
190.693   -156.141
190.703   -157.040
190.712   -156.419
190.722   -156.695
190.732   -156.649
190.741   -156.439
190.751   -156.918
190.761   -156.792
190.771   -156.781
190.780   -156.947
190.790   -156.670
190.800   -156.483
190.810   -156.701
190.819   -156.996
190.829   -156.596
190.839   -156.726
190.848   -156.926
190.858   -157.052
190.868   -156.363
190.878   -157.018
190.887   -156.883
190.897   -156.436
190.907   -156.571
190.916   -156.398
190.926   -156.397
190.936   -156.849
190.946   -156.678
190.955   -156.642
190.965   -156.962
190.975   -155.974
190.985   -156.432
190.994   -156.532
191.004   -156.869
191.014   -156.767
191.023   -156.479
191.033   -156.859
191.043   -156.516
191.053   -156.528
191.062   -156.200
191.072   -156.806
191.082   -157.129
191.091   -156.521
191.101   -156.701
191.111   -156.717
191.121   -157.135
191.130   -156.634
191.140   -156.791
191.150   -156.648
191.160   -156.316
191.169   -156.538
191.179   -156.276
191.189   -156.213
191.198   -156.620
191.208   -156.829
191.218   -156.596
191.228   -156.053
191.237   -156.566
191.247   -156.370
191.257   -156.583
191.267   -156.693
191.276   -156.683
191.286   -156.841
191.296   -156.467
191.305   -156.829
191.315   -156.477
191.325   -157.028
191.335   -157.004
191.344   -156.928
191.354   -156.663
191.364   -156.831
191.373   -156.649
191.383   -156.397
191.393   -156.682
191.403   -156.372
191.412   -156.251
191.422   -156.542
191.432   -156.233
191.442   -156.791
191.451   -156.683
191.461   -156.694
191.471   -156.059
191.480   -156.471
191.490   -156.494
191.500   -156.320
191.510   -156.233
191.519   -156.397
191.529   -156.532
191.539   -156.575
191.548   -157.140
191.558   -156.115
191.568   -156.727
191.578   -156.332
191.587   -156.307
191.597   -156.385
191.607   -156.322
191.617   -156.630
191.626   -156.500
191.636   -155.956
191.646   -156.573
191.655   -156.459
191.665   -156.266
191.675   -156.481
191.685   -156.545
191.694   -156.447
191.704   -156.646
191.714   -156.159
191.724   -156.956
191.733   -156.413
191.743   -156.201
191.753   -156.727
191.762   -156.943
191.772   -156.852
191.782   -156.284
191.792   -156.026
191.801   -155.916
191.811   -156.608
191.821   -156.191
191.830   -156.436
191.840   -156.236
191.850   -156.458
191.860   -156.561
191.869   -156.069
191.879   -156.635
191.889   -156.276
191.899   -156.360
191.908   -156.449
191.918   -156.208
191.928   -156.385
191.937   -156.456
191.947   -155.820
191.957   -156.487
191.967   -155.858
191.976   -156.586
191.986   -156.423
191.996   -156.172
192.005   -156.016
192.015   -156.089
192.025   -156.111
192.035   -155.910
192.044   -155.944
192.054   -156.200
192.064   -156.017
192.074   -156.465
192.083   -156.446
192.093   -156.005
192.103   -156.211
192.112   -156.417
192.122   -156.652
192.132   -155.643
192.142   -155.906
192.151   -156.074
192.161   -155.627
192.171   -156.135
192.181   -156.135
192.190   -156.399
192.200   -155.744
192.210   -156.037
192.219   -156.238
192.229   -156.306
192.239   -156.143
192.249   -155.685
192.258   -155.584
192.268   -155.583
192.278   -156.144
192.287   -155.849
192.297   -155.615
192.307   -156.170
192.317   -156.229
192.326   -155.303
192.336   -156.392
192.346   -155.824
192.356   -155.776
192.365   -155.716
192.375   -156.077
192.385   -155.799
192.394   -155.798
192.404   -155.763
192.414   -156.421
192.424   -155.222
192.433   -155.611
192.443   -155.533
192.453   -155.763
192.462   -155.807
192.472   -156.266
192.482   -155.220
192.492   -154.653
192.501   -155.564
192.511   -155.198
192.521   -155.035
192.531   -155.068
192.540   -155.331
192.550   -155.321
192.560   -155.259
192.569   -155.610
192.579   -155.598
192.589   -155.691
192.599   -155.181
192.608   -155.219
192.618   -154.997
192.628   -154.944
192.638   -154.757
192.647   -155.709
192.657   -154.962
192.667   -154.838
192.676   -155.275
192.686   -154.874
192.696   -155.356
192.706   -153.976
192.715   -155.073
192.725   -155.155
192.735   -154.678
192.744   -154.835
192.754   -154.396
192.764   -154.730
192.774   -154.904
192.783   -154.431
192.793   -154.795
192.803   -154.894
192.813   -154.602
192.822   -154.077
192.832   -154.621
192.842   -154.177
192.851   -154.003
192.861   -154.070
192.871   -154.709
192.881   -154.288
192.890   -154.780
192.900   -154.237
192.910   -154.198
192.919   -153.749
192.929   -153.946
192.939   -154.334
192.949   -153.913
192.958   -154.090
192.968   -154.064
192.978   -153.864
192.988   -154.523
192.997   -153.670
193.007   -153.074
193.017   -154.285
193.026   -153.571
193.036   -154.386
193.046   -153.278
193.056   -153.612
193.065   -152.775
193.075   -152.712
193.085   -153.460
193.095   -152.853
193.104   -153.787



