3/10/2021 9:50:08 AM
Series 1
-----------------------------------------------
Frequency (kHz)	Degrees (°)
189.925   -156.411
189.934   -156.690
189.944   -156.598
189.954   -156.249
189.964   -156.473
189.973   -156.436
189.983   -156.597
189.993   -156.655
190.002   -156.458
190.012   -156.539
190.022   -156.345
190.032   -155.857
190.041   -155.997
190.051   -156.514
190.061   -156.371
190.071   -156.363
190.080   -156.224
190.090   -156.544
190.100   -156.260
190.109   -156.050
190.119   -156.134
190.129   -156.241
190.139   -156.180
190.148   -156.213
190.158   -156.223
190.168   -156.258
190.177   -156.292
190.187   -155.906
190.197   -156.377
190.207   -156.127
190.216   -156.173
190.226   -156.388
190.236   -156.272
190.246   -156.089
190.255   -156.487
190.265   -156.302
190.275   -156.218
190.284   -156.231
190.294   -156.240
190.304   -156.011
190.314   -156.401
190.323   -156.387
190.333   -156.388
190.343   -156.064
190.352   -156.524
190.362   -156.318
190.372   -156.277
190.382   -156.512
190.391   -156.133
190.401   -156.185
190.411   -156.255
190.421   -156.305
190.430   -156.606
190.440   -156.045
190.450   -156.733
190.459   -156.595
190.469   -156.509
190.479   -156.524
190.489   -156.435
190.498   -156.399
190.508   -156.967
190.518   -156.655
190.528   -156.478
190.537   -156.665
190.547   -156.711
190.557   -156.350
190.566   -156.863
190.576   -156.446
190.586   -156.350
190.596   -156.247
190.605   -156.461
190.615   -156.311
190.625   -156.417
190.634   -156.447
190.644   -156.364
190.654   -156.077
190.664   -156.594
190.673   -157.193
190.683   -156.256
190.693   -156.496
190.703   -156.531
190.712   -156.862
190.722   -156.572
190.732   -156.842
190.741   -156.629
190.751   -156.614
190.761   -156.526
190.771   -156.164
190.780   -157.178
190.790   -156.746
190.800   -156.459
190.810   -156.636
190.819   -156.417
190.829   -156.996
190.839   -156.170
190.848   -156.326
190.858   -156.664
190.868   -156.237
190.878   -156.519
190.887   -156.934
190.897   -156.402
190.907   -156.392
190.916   -156.222
190.926   -156.426
190.936   -156.515
190.946   -156.603
190.955   -157.018
190.965   -156.310
190.975   -156.728
190.985   -156.686
190.994   -156.714
191.004   -156.340
191.014   -156.446
191.023   -157.062
191.033   -156.607
191.043   -156.650
191.053   -156.720
191.062   -156.460
191.072   -157.070
191.082   -156.375
191.091   -156.470
191.101   -156.850
191.111   -156.341
191.121   -156.377
191.130   -156.652
191.140   -156.123
191.150   -156.667
191.160   -156.732
191.169   -156.314
191.179   -156.310
191.189   -156.349
191.198   -156.640
191.208   -156.377
191.218   -156.426
191.228   -156.577
191.237   -156.744
191.247   -156.310
191.257   -156.764
191.267   -156.392
191.276   -156.261
191.286   -156.537
191.296   -156.354
191.305   -156.222
191.315   -156.507
191.325   -156.572
191.335   -156.217
191.344   -156.935
191.354   -156.517
191.364   -156.396
191.373   -156.658
191.383   -156.081
191.393   -156.602
191.403   -156.609
191.412   -155.971
191.422   -156.451
191.432   -156.407
191.442   -156.934
191.451   -156.354
191.461   -156.634
191.471   -155.982
191.480   -156.282
191.490   -156.295
191.500   -156.426
191.510   -156.698
191.519   -156.579
191.529   -156.237
191.539   -156.217
191.548   -156.622
191.558   -156.487
191.568   -156.348
191.578   -156.793
191.587   -156.248
191.597   -156.366
191.607   -156.173
191.617   -156.418
191.626   -156.407
191.636   -156.372
191.646   -156.614
191.655   -156.468
191.665   -156.214
191.675   -156.513
191.685   -156.534
191.694   -156.192
191.704   -157.203
191.714   -156.161
191.724   -156.300
191.733   -156.965
191.743   -156.635
191.753   -156.318
191.762   -156.340
191.772   -156.452
191.782   -156.009
191.792   -156.597
191.801   -156.064
191.811   -156.182
191.821   -156.676
191.830   -156.405
191.840   -156.763
191.850   -156.399
191.860   -156.699
191.869   -156.166
191.879   -155.989
191.889   -156.481
191.899   -156.440
191.908   -156.458
191.918   -155.963
191.928   -155.587
191.937   -155.803
191.947   -155.528
191.957   -156.471
191.967   -156.384
191.976   -155.819
191.986   -156.160
191.996   -156.121
192.005   -155.702
192.015   -156.192
192.025   -156.156
192.035   -156.492
192.044   -156.405
192.054   -156.041
192.064   -156.463
192.074   -156.051
192.083   -155.909
192.093   -156.032
192.103   -155.783
192.112   -156.252
192.122   -156.041
192.132   -156.795
192.142   -155.908
192.151   -155.741
192.161   -156.266
192.171   -155.453
192.181   -155.862
192.190   -155.937
192.200   -156.554
192.210   -155.920
192.219   -155.998
192.229   -155.901
192.239   -155.786
192.249   -155.785
192.258   -155.824
192.268   -156.104
192.278   -155.686
192.287   -156.130
192.297   -155.353
192.307   -155.522
192.317   -155.647
192.326   -155.909
192.336   -155.743
192.346   -155.497
192.356   -155.396
192.365   -155.521
192.375   -155.322
192.385   -155.556
192.394   -156.242
192.404   -155.099
192.414   -155.460
192.424   -155.865
192.433   -155.379
192.443   -154.899
192.453   -156.012
192.462   -155.482
192.472   -155.728
192.482   -155.449
192.492   -155.856
192.501   -155.432
192.511   -155.366
192.521   -155.186
192.531   -155.422
192.540   -155.109
192.550   -155.601
192.560   -155.164
192.569   -155.422
192.579   -155.376
192.589   -155.589
192.599   -154.808
192.608   -155.413
192.618   -155.194
192.628   -155.486
192.638   -154.827
192.647   -154.813
192.657   -155.225
192.667   -155.374
192.676   -155.323
192.686   -154.741
192.696   -154.898
192.706   -155.576
192.715   -155.258
192.725   -154.903
192.735   -155.004
192.744   -154.765
192.754   -154.727
192.764   -155.070
192.774   -154.035
192.783   -154.631
192.793   -154.565
192.803   -154.422
192.813   -154.870
192.822   -154.323
192.832   -153.812
192.842   -154.650
192.851   -153.998
192.861   -154.601
192.871   -153.973
192.881   -154.321
192.890   -154.510
192.900   -153.878
192.910   -154.195
192.919   -154.087
192.929   -154.389
192.939   -154.536
192.949   -154.402
192.958   -154.115
192.968   -154.282
192.978   -154.029
192.988   -153.584
192.997   -153.370
193.007   -153.634
193.017   -153.390
193.026   -153.337
193.036   -153.301
193.046   -153.314
193.056   -153.788
193.065   -153.235
193.075   -153.849
193.085   -153.409
193.095   -153.639
193.104   -153.284



