3/10/2021 9:57:40 AM
Series 1
-----------------------------------------------
Frequency (kHz)	Degrees (°)
184.703   -3.761
184.713   -3.413
184.723   -3.548
184.732   -2.988
184.742   -3.572
184.752   -3.215
184.761   -3.608
184.771   -3.431
184.781   -3.199
184.791   -3.515
184.800   -3.127
184.810   -3.037
184.820   -3.060
184.830   -3.083
184.839   -2.872
184.849   -2.475
184.859   -1.906
184.868   -2.278
184.878   -1.839
184.888   -1.814
184.898   -1.922
184.907   -1.653
184.917   -1.276
184.927   -1.041
184.937   -1.082
184.946   -0.549
184.956   -0.481
184.966   -0.412
184.975   -0.023
184.985   -0.079
184.995   -0.150
185.005   0.126
185.014   0.006
185.024   0.113
185.034   0.711
185.043   0.705
185.053   1.160
185.063   1.180
185.073   1.344
185.082   1.878
185.092   1.974
185.102   2.339
185.112   2.531
185.121   2.719
185.131   3.019
185.141   2.821
185.150   3.647
185.160   3.849
185.170   4.280
185.180   4.123
185.189   4.659
185.199   4.877
185.209   5.079
185.218   5.376
185.228   5.897
185.238   5.749
185.248   6.527
185.257   6.768
185.267   6.685
185.277   6.932
185.287   7.257
185.296   7.202
185.306   7.716
185.316   7.866
185.325   8.302
185.335   8.477
185.345   8.817
185.355   9.125
185.364   9.150
185.374   9.766
185.384   9.713
185.394   9.980
185.403   10.460
185.413   10.499
185.423   10.639
185.432   10.607
185.442   11.292
185.452   11.879
185.462   11.852
185.471   11.565
185.481   12.109
185.491   12.421
185.500   12.795
185.510   12.749
185.520   13.158
185.530   13.158
185.539   13.580
185.549   13.783
185.559   13.823
185.569   14.092
185.578   14.274
185.588   14.573
185.598   14.478
185.607   15.109
185.617   15.030
185.627   15.627
185.637   15.553
185.646   15.744
185.656   16.212
185.666   16.236
185.676   16.427
185.685   16.580
185.695   16.809
185.705   17.123
185.714   17.268
185.724   17.270
185.734   17.658
185.744   17.604
185.753   17.732
185.763   17.982
185.773   18.429
185.782   18.457
185.792   18.665
185.802   18.826
185.812   19.077
185.821   19.166
185.831   19.427
185.841   19.478
185.851   19.942
185.860   19.754
185.870   20.033
185.880   20.146
185.889   20.248
185.899   20.478
185.909   20.755
185.919   20.767
185.928   20.872
185.938   21.220
185.948   21.346
185.957   21.592
185.967   21.546
185.977   21.831
185.987   22.009
185.996   21.972
186.006   22.428
186.016   22.391
186.026   22.622
186.035   22.732
186.045   23.015
186.055   22.931
186.064   23.150
186.074   23.237
186.084   23.370
186.094   23.560
186.103   23.816
186.113   24.051
186.123   24.020
186.133   24.297
186.142   24.261
186.152   24.355
186.162   24.534
186.171   24.634
186.181   24.726
186.191   24.966
186.201   25.148
186.210   25.350
186.220   25.465
186.230   25.492
186.239   25.604
186.249   25.651
186.259   26.003
186.269   26.069
186.278   26.096
186.288   26.370
186.298   26.382
186.308   26.575
186.317   26.847
186.327   26.828
186.337   26.840
186.346   26.980
186.356   26.958
186.366   27.370
186.376   27.364
186.385   27.492
186.395   27.594
186.405   27.665
186.414   27.936
186.424   27.912
186.434   27.983
186.444   28.277
186.453   28.277
186.463   28.355
186.473   28.648
186.483   28.675
186.492   28.741
186.502   28.900
186.512   28.950
186.521   29.121
186.531   29.350
186.541   29.368
186.551   29.479
186.560   29.566
186.570   29.683
186.580   29.874
186.590   29.870
186.599   30.002
186.609   30.215
186.619   30.134
186.628   30.357
186.638   30.526
186.648   30.533
186.658   30.564
186.667   30.735
186.677   30.840
186.687   30.974
186.696   30.921
186.706   31.200
186.716   31.130
186.726   31.293
186.735   31.443
186.745   31.717
186.755   31.796
186.765   31.659
186.774   31.995
186.784   32.127
186.794   32.145
186.803   32.154
186.813   32.292
186.823   32.487
186.833   32.487
186.842   32.681
186.852   32.666
186.862   32.868
186.871   32.816
186.881   33.133
186.891   33.200
186.901   33.370
186.910   33.465
186.920   33.694
186.930   33.732
186.940   33.829
186.949   33.932
186.959   33.909
186.969   34.157
186.978   34.290
186.988   34.496
186.998   34.469
187.008   34.686
187.017   34.790
187.027   34.846
187.037   34.997
187.047   35.112
187.056   35.349
187.066   35.407
187.076   35.585
187.085   35.790
187.095   35.858
187.105   36.054
187.115   36.219
187.124   36.334
187.134   36.483
187.144   36.592
187.153   36.757
187.163   36.917
187.173   37.133
187.183   37.168
187.192   37.430
187.202   37.610
187.212   37.791
187.222   37.958
187.231   38.135
187.241   38.280
187.251   38.410
187.260   38.641
187.270   38.982
187.280   39.120
187.290   39.316
187.299   39.609
187.309   39.779
187.319   40.139
187.328   40.274
187.338   40.579
187.348   40.726
187.358   41.047
187.367   41.365
187.377   41.628
187.387   41.912
187.397   42.304
187.406   42.594
187.416   42.954
187.426   43.287
187.435   43.647
187.445   44.009
187.455   44.423
187.465   44.873
187.474   45.235
187.484   45.635
187.494   46.395
187.504   46.390
187.513   47.341
187.523   47.588
187.533   48.290
187.542   48.856
187.552   49.527
187.562   50.154
187.572   50.820
187.581   51.573
187.591   52.338
187.601   53.161
187.610   54.053
187.620   54.938
187.630   55.931
187.640   56.983
187.649   58.096
187.659   59.252
187.669   60.489
187.679   61.826
187.688   63.204
187.698   64.696
187.708   66.302
187.717   68.031
187.727   69.844
187.737   71.830
187.747   73.936
187.756   76.128
187.766   78.511
187.776   81.053
187.785   83.778
187.795   86.629
187.805   89.653
187.815   92.853
187.824   96.190
187.834   99.725
187.844   103.392
187.854   107.186
187.863   111.079
187.873   115.063
187.883   119.057
187.892   123.099
187.902   127.070
187.912   131.016
187.922   134.838
187.931   138.534
187.941   142.073
187.951   145.387
187.961   148.537
187.970   151.461
187.980   154.168
187.990   156.673
187.999   159.022
188.009   161.134
188.019   163.104
188.029   164.894
188.038   166.609
188.048   168.174
188.058   169.611
188.067   170.941
188.077   172.221
188.087   173.354
188.097   174.482
188.106   175.484
188.116   176.453
188.126   177.354
188.136   178.176
188.145   179.046
188.155   179.748
188.165   -179.576
188.174   -178.953
188.184   -178.290
188.194   -177.706
188.204   -177.120
188.213   -176.576
188.223   -176.039
188.233   -175.604
188.243   -175.067
188.252   -174.628
188.262   -174.193
188.272   -173.765
188.281   -173.325
188.291   -172.969
188.301   -172.597
188.311   -172.306
188.320   -171.974
188.330   -171.583
188.340   -171.283
188.349   -170.919
188.359   -170.717
188.369   -170.508
188.379   -170.176
188.388   -169.903
188.398   -169.728
188.408   -169.406
188.418   -169.221
188.427   -168.986
188.437   -168.716
188.447   -168.434
188.456   -168.282
188.466   -167.994
188.476   -167.892
188.486   -167.692
188.495   -167.637
188.505   -167.316
188.515   -167.172
188.524   -167.007
188.534   -166.853
188.544   -166.641
188.554   -166.437
188.563   -166.301
188.573   -166.172
188.583   -166.070
188.593   -165.851
188.602   -165.744
188.612   -165.640
188.622   -165.349
188.631   -165.233
188.641   -165.194
188.651   -165.103
188.661   -164.881
188.670   -164.806
188.680   -164.655
188.690   -164.614
188.700   -164.326
188.709   -164.303
188.719   -164.205
188.729   -163.946
188.738   -163.929
188.748   -163.884
188.758   -163.701
188.768   -163.719
188.777   -163.535
188.787   -163.480
188.797   -163.356
188.806   -163.249
188.816   -163.143
188.826   -163.133
188.836   -162.953
188.845   -162.904
188.855   -162.739
188.865   -162.701
188.875   -162.536
188.884   -162.412
188.894   -162.411
188.904   -162.290
188.913   -162.177
188.923   -162.084
188.933   -161.945
188.943   -161.935
188.952   -161.862
188.962   -161.756
188.972   -161.676
188.981   -161.702
188.991   -161.515
189.001   -161.577
189.011   -161.412
189.020   -161.194
189.030   -161.299
189.040   -161.159
189.050   -161.124
189.059   -161.136
189.069   -160.900
189.079   -160.700
189.088   -160.785
189.098   -160.742
189.108   -160.744
189.118   -160.667
189.127   -160.506
189.137   -160.420
189.147   -160.328
189.157   -160.205
189.166   -160.230
189.176   -160.268
189.186   -160.121
189.195   -160.018
189.205   -159.903
189.215   -159.854
189.225   -159.826
189.234   -159.778
189.244   -159.635
189.254   -159.608
189.263   -159.444
189.273   -159.362
189.283   -159.342
189.293   -159.392
189.302   -159.317
189.312   -159.311
189.322   -159.137
189.332   -159.044
189.341   -159.142
189.351   -159.024
189.361   -158.946
189.370   -158.688
189.380   -158.897
189.390   -158.844
189.400   -158.685
189.409   -158.742
189.419   -158.541
189.429   -158.561
189.438   -158.358
189.448   -158.429
189.458   -158.182
189.468   -158.384
189.477   -158.229
189.487   -158.173
189.497   -158.061
189.507   -158.457
189.516   -158.025
189.526   -157.840
189.536   -157.980
189.545   -158.010
189.555   -157.995
189.565   -157.850
189.575   -157.827
189.584   -158.132
189.594   -157.662
189.604   -157.466
189.614   -157.778
189.623   -157.606
189.633   -157.369
189.643   -157.434
189.652   -157.384
189.662   -157.351
189.672   -157.300
189.682   -157.141
189.691   -157.271
189.701   -157.136
189.711   -157.115
189.720   -157.139
189.730   -157.188
189.740   -156.926
189.750   -156.902
189.759   -157.119
189.769   -156.936
189.779   -156.882
189.789   -156.905
189.798   -156.830
189.808   -156.887
189.818   -156.867
189.827   -157.170
189.837   -156.917
189.847   -156.925
189.857   -157.001
189.866   -156.794
189.876   -156.660
189.886   -156.603
189.895   -156.809
189.905   -156.456
189.915   -156.596
189.925   -156.619
189.934   -156.608
189.944   -156.462
189.954   -156.664
189.964   -156.449
189.973   -156.883
189.983   -156.495
189.993   -156.408
190.002   -156.634
190.012   -156.361
190.022   -156.526
190.032   -156.598
190.041   -156.283
190.051   -156.803
190.061   -156.443
190.071   -156.336
190.080   -156.750
190.090   -156.467
190.100   -156.412
190.109   -156.673
190.119   -156.409
190.129   -156.549
190.139   -156.414
190.148   -156.452
190.158   -156.289
190.168   -156.753
190.177   -156.478
190.187   -156.588
190.197   -156.530
190.207   -156.431
190.216   -156.407
190.226   -156.523
190.236   -156.409
190.246   -156.250
190.255   -156.667
190.265   -156.427
190.275   -156.328
190.284   -156.635
190.294   -156.617
190.304   -156.219
190.314   -156.613
190.323   -156.578
190.333   -156.470
190.343   -156.880
190.352   -156.870
190.362   -156.641
190.372   -156.828
190.382   -156.599
190.391   -156.535
190.401   -156.481
190.411   -156.703
190.421   -156.574
190.430   -156.482
190.440   -156.631
190.450   -156.716
190.459   -156.528
190.469   -156.588
190.479   -156.740
190.489   -156.793
190.498   -156.795
190.508   -156.714
190.518   -156.530
190.528   -156.536
190.537   -156.839
190.547   -156.599
190.557   -156.549
190.566   -156.729
190.576   -156.835
190.586   -156.831
190.596   -156.968
190.605   -156.591
190.615   -156.580
190.625   -156.903
190.634   -157.039
190.644   -156.703
190.654   -156.903
190.664   -156.698
190.673   -156.613
190.683   -156.553
190.693   -156.682
190.703   -156.674
190.712   -156.982
190.722   -156.733
190.732   -156.453
190.741   -156.758
190.751   -156.695
190.761   -156.611
190.771   -156.250
190.780   -156.601
190.790   -156.496
190.800   -156.624
190.810   -156.649
190.819   -156.394
190.829   -156.658
190.839   -156.960
190.848   -156.452
190.858   -156.549
190.868   -156.809
190.878   -156.735
190.887   -156.711
190.897   -156.972
190.907   -156.488
190.916   -156.832
190.926   -156.533
190.936   -156.856
190.946   -156.536
190.955   -156.314
190.965   -156.393
190.975   -156.679
190.985   -156.836
190.994   -156.300
191.004   -156.633
191.014   -156.670
191.023   -156.901
191.033   -156.414
191.043   -156.360
191.053   -156.885
191.062   -156.336
191.072   -156.529
191.082   -156.761
191.091   -156.641
191.101   -156.207
191.111   -156.866
191.121   -156.140
191.130   -156.752
191.140   -156.559
191.150   -156.329
191.160   -156.253
191.169   -156.221
191.179   -156.534
191.189   -156.904
191.198   -156.392
191.208   -156.380
191.218   -156.644
191.228   -156.260
191.237   -156.448
191.247   -156.891
191.257   -156.400
191.267   -156.422
191.276   -156.815
191.286   -156.689
191.296   -156.362
191.305   -156.869
191.315   -156.663
191.325   -156.537
191.335   -156.450
191.344   -156.290
191.354   -156.627
191.364   -156.224
191.373   -156.295
191.383   -156.947
191.393   -156.359
191.403   -156.363
191.412   -156.487
191.422   -156.389
191.432   -156.054
191.442   -156.182
191.451   -156.595
191.461   -156.598
191.471   -156.675
191.480   -156.485
191.490   -156.262
191.500   -156.670
191.510   -156.055
191.519   -156.064
191.529   -156.375
191.539   -156.246
191.548   -156.322
191.558   -156.924
191.568   -156.285
191.578   -156.650
191.587   -156.788
191.597   -156.194
191.607   -155.930
191.617   -155.636
191.626   -156.156
191.636   -156.287
191.646   -156.642
191.655   -156.452
191.665   -156.257
191.675   -156.286
191.685   -156.627
191.694   -155.914
191.704   -156.401
191.714   -156.657
191.724   -156.866
191.733   -156.106
191.743   -156.490
191.753   -156.585
191.762   -156.182
191.772   -156.111
191.782   -156.188
191.792   -156.521
191.801   -157.012
191.811   -156.298
191.821   -156.890
191.830   -156.088
191.840   -155.999
191.850   -156.447
191.860   -156.632
191.869   -156.251
191.879   -156.481
191.889   -156.634
191.899   -156.068
191.908   -156.014
191.918   -156.164
191.928   -155.889
191.937   -156.176
191.947   -156.534
191.957   -156.451
191.967   -156.134
191.976   -156.048
191.986   -155.872
191.996   -155.925
192.005   -155.770
192.015   -156.329
192.025   -155.908
192.035   -156.388
192.044   -155.949
192.054   -156.312
192.064   -156.046
192.074   -156.338
192.083   -156.082
192.093   -156.342
192.103   -155.904
192.112   -156.404
192.122   -156.185
192.132   -156.155
192.142   -156.084
192.151   -155.855
192.161   -156.177
192.171   -156.459
192.181   -155.879
192.190   -155.994
192.200   -156.110
192.210   -155.634
192.219   -156.261
192.229   -156.012
192.239   -155.282
192.249   -156.036
192.258   -156.020
192.268   -155.706
192.278   -155.713
192.287   -155.426
192.297   -156.116
192.307   -156.151
192.317   -155.440
192.326   -155.753
192.336   -155.469
192.346   -156.115
192.356   -155.344
192.365   -155.860
192.375   -155.293
192.385   -155.171
192.394   -155.313
192.404   -155.519
192.414   -156.011
192.424   -155.396
192.433   -155.432
192.443   -155.602
192.453   -155.534
192.462   -155.425
192.472   -155.906
192.482   -155.646
192.492   -155.175
192.501   -155.130
192.511   -155.266
192.521   -155.460
192.531   -154.936
192.540   -155.380
192.550   -155.050
192.560   -155.250
192.569   -155.125
192.579   -155.245
192.589   -155.122
192.599   -155.214
192.608   -154.602
192.618   -155.088
192.628   -155.515
192.638   -154.024
192.647   -155.157
192.657   -154.251
192.667   -154.967
192.676   -154.745
192.686   -154.835
192.696   -154.630
192.706   -154.639
192.715   -154.377
192.725   -155.163
192.735   -154.151
192.744   -153.993
192.754   -155.050
192.764   -154.615
192.774   -154.477
192.783   -154.115
192.793   -154.643
192.803   -154.513
192.813   -154.422
192.822   -154.822
192.832   -154.038
192.842   -154.214
192.851   -154.410
192.861   -153.920
192.871   -154.154
192.881   -154.105
192.890   -154.485
192.900   -153.552
192.910   -154.022
192.919   -153.357
192.929   -153.350
192.939   -153.833
192.949   -153.827
192.958   -153.460
192.968   -153.765
192.978   -153.609
192.988   -153.434
192.997   -153.947
193.007   -153.401
193.017   -153.302
193.026   -153.518
193.036   -153.038
193.046   -153.349
193.056   -153.109
193.065   -152.798
193.075   -152.928
193.085   -153.570
193.095   -152.824
193.104   -153.050



