3/10/2021 9:58:35 AM
Series 1
-----------------------------------------------
Frequency (kHz)	Degrees (°)
184.664   -4.269
184.674   -3.711
184.684   -3.589
184.693   -3.501
184.703   -3.830
184.713   -3.769
184.723   -4.330
184.732   -3.643
184.742   -3.785
184.752   -3.656
184.761   -3.312
184.771   -3.395
184.781   -3.076
184.791   -4.003
184.800   -3.406
184.810   -3.358
184.820   -3.291
184.830   -3.351
184.839   -3.119
184.849   -2.709
184.859   -2.513
184.868   -2.318
184.878   -2.400
184.888   -2.260
184.898   -2.434
184.907   -1.592
184.917   -2.143
184.927   -1.712
184.937   -1.267
184.946   -1.201
184.956   -0.978
184.966   -0.599
184.975   -0.265
184.985   -0.804
184.995   -0.037
185.005   -0.036
185.014   0.036
185.024   0.039
185.034   0.590
185.043   0.279
185.053   0.771
185.063   1.196
185.073   1.129
185.082   1.270
185.092   1.753
185.102   1.593
185.112   2.130
185.121   2.434
185.131   2.932
185.141   2.882
185.150   3.209
185.160   3.530
185.170   3.472
185.180   3.840
185.189   4.100
185.199   4.536
185.209   4.888
185.218   5.107
185.228   5.375
185.238   5.635
185.248   5.779
185.257   6.122
185.267   6.743
185.277   6.520
185.287   6.678
185.296   7.163
185.306   7.576
185.316   7.461
185.325   7.830
185.335   8.243
185.345   8.607
185.355   8.739
185.364   9.088
185.374   9.326
185.384   9.619
185.394   9.560
185.403   10.001
185.413   10.305
185.423   10.522
185.432   10.382
185.442   11.337
185.452   11.708
185.462   11.201
185.471   11.727
185.481   11.936
185.491   11.910
185.500   12.292
185.510   12.708
185.520   12.505
185.530   13.039
185.539   13.418
185.549   13.788
185.559   13.645
185.569   13.861
185.578   14.264
185.588   14.190
185.598   14.280
185.607   14.599
185.617   15.103
185.627   15.229
185.637   15.288
185.646   15.623
185.656   15.671
185.666   15.863
185.676   16.312
185.685   16.278
185.695   16.543
185.705   16.968
185.714   16.835
185.724   17.255
185.734   17.385
185.744   17.731
185.753   17.676
185.763   17.657
185.773   17.838
185.782   18.127
185.792   18.419
185.802   18.525
185.812   18.924
185.821   19.102
185.831   19.114
185.841   19.452
185.851   19.333
185.860   19.665
185.870   19.709
185.880   20.194
185.889   20.076
185.899   20.533
185.909   20.497
185.919   20.753
185.928   20.858
185.938   21.177
185.948   21.159
185.957   21.039
185.967   21.484
185.977   21.529
185.987   21.857
185.996   21.930
186.006   21.925
186.016   22.367
186.026   22.590
186.035   22.534
186.045   22.573
186.055   22.795
186.064   23.002
186.074   23.182
186.084   23.474
186.094   23.444
186.103   23.538
186.113   23.609
186.123   23.836
186.133   24.198
186.142   24.100
186.152   24.309
186.162   24.343
186.171   24.532
186.181   24.525
186.191   24.729
186.201   24.883
186.210   25.219
186.220   25.232
186.230   25.410
186.239   25.482
186.249   25.527
186.259   25.733
186.269   25.834
186.278   25.797
186.288   26.032
186.298   25.964
186.308   26.275
186.317   26.602
186.327   26.726
186.337   26.611
186.346   26.933
186.356   26.834
186.366   27.025
186.376   27.129
186.385   27.239
186.395   27.455
186.405   27.465
186.414   27.721
186.424   27.743
186.434   27.853
186.444   27.986
186.453   28.055
186.463   28.149
186.473   28.344
186.483   28.434
186.492   28.539
186.502   28.728
186.512   28.831
186.521   28.933
186.531   28.927
186.541   29.084
186.551   29.244
186.560   29.307
186.570   29.293
186.580   29.597
186.590   29.656
186.599   29.801
186.609   29.913
186.619   30.173
186.628   30.185
186.638   30.177
186.648   30.331
186.658   30.338
186.667   30.372
186.677   30.603
186.687   30.810
186.696   30.895
186.706   30.921
186.716   31.101
186.726   31.137
186.735   31.349
186.745   31.348
186.755   31.408
186.765   31.679
186.774   31.719
186.784   31.901
186.794   32.030
186.803   32.164
186.813   32.098
186.823   32.248
186.833   32.358
186.842   32.457
186.852   32.631
186.862   32.635
186.871   32.993
186.881   32.990
186.891   32.981
186.901   33.059
186.910   33.232
186.920   33.318
186.930   33.483
186.940   33.554
186.949   33.721
186.959   33.829
186.969   33.912
186.978   34.022
186.988   34.201
186.998   34.377
187.008   34.506
187.017   34.634
187.027   34.770
187.037   34.880
187.047   35.055
187.056   35.158
187.066   35.337
187.076   35.458
187.085   35.536
187.095   35.645
187.105   35.819
187.115   36.042
187.124   36.083
187.134   36.278
187.144   36.447
187.153   36.575
187.163   36.840
187.173   36.842
187.183   37.090
187.192   37.279
187.202   37.448
187.212   37.592
187.222   37.771
187.231   37.932
187.241   38.201
187.251   38.311
187.260   38.579
187.270   38.764
187.280   38.877
187.290   39.204
187.299   39.385
187.309   39.663
187.319   39.912
187.328   40.135
187.338   40.415
187.348   40.696
187.358   40.916
187.367   41.199
187.377   41.484
187.387   41.776
187.397   42.048
187.406   42.447
187.416   42.760
187.426   43.069
187.435   43.475
187.445   43.915
187.455   44.243
187.465   44.655
187.474   45.003
187.484   45.461
187.494   45.844
187.504   46.830
187.513   47.247
187.523   47.564
187.533   48.160
187.542   48.725
187.552   49.380
187.562   50.038
187.572   50.773
187.581   51.516
187.591   52.274
187.601   53.125
187.610   53.997
187.620   54.879
187.630   55.891
187.640   56.942
187.649   58.027
187.659   59.225
187.669   60.482
187.679   61.797
187.688   63.249
187.698   64.772
187.708   66.416
187.717   68.112
187.727   69.949
187.737   71.931
187.747   74.044
187.756   76.324
187.766   78.757
187.776   81.289
187.785   84.034
187.795   86.960
187.805   90.011
187.815   93.188
187.824   96.604
187.834   100.146
187.844   103.858
187.854   107.657
187.863   111.585
187.873   115.562
187.883   119.594
187.892   123.622
187.902   127.585
187.912   131.492
187.922   135.320
187.931   138.998
187.941   142.481
187.951   145.800
187.961   148.892
187.970   151.755
187.980   154.454
187.990   156.912
187.999   159.191
188.009   161.294
188.019   163.229
188.029   165.043
188.038   166.676
188.048   168.243
188.058   169.654
188.067   170.974
188.077   172.204
188.087   173.393
188.097   174.475
188.106   175.482
188.116   176.402
188.126   177.361
188.136   178.182
188.145   178.994
188.155   179.721
188.165   -179.629
188.174   -178.976
188.184   -178.349
188.194   -177.721
188.204   -177.182
188.213   -176.653
188.223   -176.157
188.233   -175.634
188.243   -175.139
188.252   -174.645
188.262   -174.246
188.272   -173.810
188.281   -173.453
188.291   -173.033
188.301   -172.711
188.311   -172.270
188.320   -171.982
188.330   -171.670
188.340   -171.413
188.349   -171.064
188.359   -170.666
188.369   -170.578
188.379   -170.170
188.388   -169.977
188.398   -169.631
188.408   -169.490
188.418   -169.148
188.427   -169.019
188.437   -168.739
188.447   -168.640
188.456   -168.364
188.466   -168.100
188.476   -167.904
188.486   -167.747
188.495   -167.531
188.505   -167.444
188.515   -167.186
188.524   -166.949
188.534   -166.856
188.544   -166.702
188.554   -166.687
188.563   -166.319
188.573   -166.239
188.583   -166.016
188.593   -165.898
188.602   -165.777
188.612   -165.610
188.622   -165.480
188.631   -165.404
188.641   -165.267
188.651   -165.215
188.661   -164.955
188.670   -164.829
188.680   -164.818
188.690   -164.541
188.700   -164.475
188.709   -164.336
188.719   -164.279
188.729   -164.121
188.738   -163.970
188.748   -163.883
188.758   -163.826
188.768   -163.708
188.777   -163.564
188.787   -163.565
188.797   -163.319
188.806   -163.263
188.816   -163.318
188.826   -163.100
188.836   -162.952
188.845   -162.907
188.855   -162.691
188.865   -162.762
188.875   -162.617
188.884   -162.556
188.894   -162.477
188.904   -162.304
188.913   -162.458
188.923   -162.187
188.933   -162.119
188.943   -162.098
188.952   -162.000
188.962   -161.769
188.972   -161.719
188.981   -161.613
188.991   -161.558
189.001   -161.576
189.011   -161.528
189.020   -161.440
189.030   -161.285
189.040   -161.091
189.050   -161.005
189.059   -161.058
189.069   -160.930
189.079   -161.012
189.088   -160.825
189.098   -160.824
189.108   -160.728
189.118   -160.624
189.127   -160.406
189.137   -160.522
189.147   -160.354
189.157   -160.383
189.166   -160.220
189.176   -160.144
189.186   -160.021
189.195   -160.119
189.205   -159.985
189.215   -159.745
189.225   -159.910
189.234   -159.789
189.244   -159.724
189.254   -159.679
189.263   -159.661
189.273   -159.477
189.283   -159.517
189.293   -159.346
189.302   -159.366
189.312   -158.985
189.322   -159.145
189.332   -159.171
189.341   -159.071
189.351   -159.109
189.361   -159.055
189.370   -158.942
189.380   -158.764
189.390   -158.753
189.400   -158.930
189.409   -158.689
189.419   -158.668
189.429   -158.653
189.438   -158.497
189.448   -158.452
189.458   -158.242
189.468   -158.297
189.477   -158.246
189.487   -158.370
189.497   -158.285
189.507   -158.236
189.516   -158.250
189.526   -158.027
189.536   -158.018
189.545   -157.805
189.555   -158.101
189.565   -157.835
189.575   -157.885
189.584   -157.860
189.594   -157.697
189.604   -157.471
189.614   -157.452
189.623   -157.496
189.633   -157.630
189.643   -157.434
189.652   -157.366
189.662   -157.360
189.672   -157.434
189.682   -157.400
189.691   -157.181
189.701   -157.065
189.711   -157.208
189.720   -157.132
189.730   -157.423
189.740   -157.078
189.750   -157.044
189.759   -157.082
189.769   -157.102
189.779   -156.904
189.789   -157.208
189.798   -156.724
189.808   -156.867
189.818   -156.921
189.827   -156.992
189.837   -156.819
189.847   -156.778
189.857   -156.705
189.866   -156.678
189.876   -156.912
189.886   -156.626
189.895   -156.914
189.905   -156.736
189.915   -156.543
189.925   -156.571
189.934   -156.695
189.944   -156.635
189.954   -156.485
189.964   -156.320
189.973   -156.484
189.983   -156.704
189.993   -156.829
190.002   -156.675
190.012   -156.795
190.022   -156.799
190.032   -156.593
190.041   -156.426
190.051   -156.418
190.061   -156.505
190.071   -156.418
190.080   -156.647
190.090   -156.675
190.100   -156.650
190.109   -156.784
190.119   -156.634
190.129   -156.614
190.139   -156.428
190.148   -156.620
190.158   -156.614
190.168   -156.483
190.177   -156.664
190.187   -156.700
190.197   -156.735
190.207   -156.669
190.216   -156.629
190.226   -156.907
190.236   -156.502
190.246   -156.665
190.255   -156.606
190.265   -156.452
190.275   -156.649
190.284   -156.759
190.294   -156.523
190.304   -156.914
190.314   -156.428
190.323   -156.770
190.333   -156.702
190.343   -156.980
190.352   -156.772
190.362   -156.651
190.372   -156.614
190.382   -156.805
190.391   -156.941
190.401   -156.752
190.411   -156.790
190.421   -156.660
190.430   -156.856
190.440   -156.551
190.450   -156.522
190.459   -156.669
190.469   -156.900
190.479   -156.508
190.489   -156.827
190.498   -156.632
190.508   -156.918
190.518   -156.865
190.528   -157.012
190.537   -156.939
190.547   -156.835
190.557   -156.964
190.566   -156.879
190.576   -156.583
190.586   -157.070
190.596   -156.817
190.605   -156.859
190.615   -156.826
190.625   -157.186
190.634   -156.847
190.644   -156.867
190.654   -156.386
190.664   -156.760
190.673   -156.732
190.683   -156.755
190.693   -156.888
190.703   -157.256
190.712   -156.272
190.722   -156.843
190.732   -156.718
190.741   -156.975
190.751   -156.444
190.761   -156.576
190.771   -156.780
190.780   -156.759
190.790   -156.574
190.800   -156.866
190.810   -156.728
190.819   -156.523
190.829   -157.038
190.839   -156.517
190.848   -156.869
190.858   -156.581
190.868   -156.781
190.878   -156.828
190.887   -156.700
190.897   -156.750
190.907   -156.928
190.916   -156.608
190.926   -156.434
190.936   -156.770
190.946   -156.458
190.955   -156.772
190.965   -157.013
190.975   -156.677
190.985   -156.608
190.994   -156.504
191.004   -156.567
191.014   -156.718
191.023   -156.369
191.033   -156.669
191.043   -157.064
191.053   -156.434
191.062   -156.701
191.072   -156.493
191.082   -156.840
191.091   -156.488
191.101   -156.388
191.111   -156.142
191.121   -156.366
191.130   -156.501
191.140   -156.817
191.150   -156.364
191.160   -156.991
191.169   -156.397
191.179   -156.358
191.189   -156.576
191.198   -156.478
191.208   -156.860
191.218   -156.359
191.228   -156.608
191.237   -156.484
191.247   -156.561
191.257   -156.126
191.267   -156.561
191.276   -156.748
191.286   -156.519
191.296   -156.412
191.305   -156.483
191.315   -156.960
191.325   -156.595
191.335   -156.702
191.344   -156.607
191.354   -156.568
191.364   -156.317
191.373   -156.321
191.383   -156.674
191.393   -156.868
191.403   -156.566
191.412   -156.118
191.422   -156.637
191.432   -156.572
191.442   -156.436
191.451   -156.307
191.461   -156.715
191.471   -156.789
191.480   -156.477
191.490   -156.559
191.500   -156.826
191.510   -156.752
191.519   -156.554
191.529   -156.235
191.539   -156.390
191.548   -156.049
191.558   -156.808
191.568   -156.772
191.578   -156.388
191.587   -156.750
191.597   -156.111
191.607   -156.285
191.617   -156.740
191.626   -156.316
191.636   -156.281
191.646   -156.507
191.655   -156.038
191.665   -156.711
191.675   -156.176
191.685   -156.136
191.694   -156.335
191.704   -156.189
191.714   -156.478
191.724   -156.728
191.733   -156.719
191.743   -155.699
191.753   -156.536
191.762   -156.695
191.772   -156.165
191.782   -155.917
191.792   -156.224
191.801   -156.287
191.811   -156.256
191.821   -156.306
191.830   -156.685
191.840   -156.764
191.850   -156.594
191.860   -156.227
191.869   -156.189
191.879   -156.411
191.889   -156.952
191.899   -156.558
191.908   -155.959
191.918   -156.310
191.928   -156.210
191.937   -155.967
191.947   -156.333
191.957   -156.520
191.967   -156.518
191.976   -156.200
191.986   -155.857
191.996   -155.837
192.005   -156.432
192.015   -156.509
192.025   -156.180
192.035   -156.533
192.044   -156.391
192.054   -156.545
192.064   -155.958
192.074   -156.114
192.083   -155.831
192.093   -155.547
192.103   -156.116
192.112   -156.288
192.122   -156.156
192.132   -156.277
192.142   -156.361
192.151   -155.813
192.161   -155.594
192.171   -155.754
192.181   -155.775
192.190   -155.645
192.200   -155.917
192.210   -155.770
192.219   -156.431
192.229   -155.486
192.239   -155.776
192.249   -155.886
192.258   -156.167
192.268   -155.559
192.278   -156.059
192.287   -156.092
192.297   -155.832
192.307   -155.573
192.317   -155.614
192.326   -155.707
192.336   -155.555
192.346   -155.366
192.356   -156.093
192.365   -155.781
192.375   -155.413
192.385   -155.029
192.394   -155.759
192.404   -155.234
192.414   -155.712
192.424   -155.609
192.433   -155.362
192.443   -155.714
192.453   -154.828
192.462   -155.960
192.472   -155.399
192.482   -155.078
192.492   -155.339
192.501   -154.803
192.511   -155.287
192.521   -155.197
192.531   -155.415
192.540   -155.397
192.550   -155.753
192.560   -155.443
192.569   -154.638
192.579   -154.969
192.589   -155.328
192.599   -154.801
192.608   -154.915
192.618   -155.221
192.628   -154.896
192.638   -154.729
192.647   -154.921
192.657   -155.363
192.667   -155.024
192.676   -154.908
192.686   -154.351
192.696   -155.123
192.706   -154.719
192.715   -154.210
192.725   -154.661
192.735   -154.948
192.744   -154.535
192.754   -154.391
192.764   -154.374
192.774   -154.469
192.783   -155.033
192.793   -154.253
192.803   -154.447
192.813   -154.306
192.822   -154.321
192.832   -154.345
192.842   -154.241
192.851   -154.259
192.861   -154.689
192.871   -153.650
192.881   -154.151
192.890   -154.484
192.900   -154.169
192.910   -153.715
192.919   -153.535
192.929   -154.088
192.939   -153.971
192.949   -153.629
192.958   -154.027
192.968   -153.412
192.978   -153.455
192.988   -153.436
192.997   -153.723
193.007   -153.269
193.017   -153.033
193.026   -153.309
193.036   -153.245
193.046   -153.325
193.056   -153.633
193.065   -153.438
193.075   -153.410
193.085   -153.155
193.095   -153.203
193.104   -153.416



