3/10/2021 9:48:43 AM
Series 1
-----------------------------------------------
Frequency (kHz)	Degrees (°)
187.717   69.170
187.727   70.915
187.737   72.806
187.747   74.816
187.756   76.958
187.766   79.242
187.776   81.654
187.785   84.283
187.795   87.019
187.805   89.970
187.815   92.996
187.824   96.252
187.834   99.666
187.844   103.242
187.854   106.979
187.863   110.782
187.873   114.681
187.883   118.687
187.892   122.702
187.902   126.720
187.912   130.704
187.922   134.593
187.931   138.343
187.941   142.003
187.951   145.451
187.961   148.714
187.970   151.752
187.980   154.599
187.990   157.224
187.999   159.666
188.009   161.902
188.019   163.981
188.029   165.884
188.038   167.632
188.048   169.265
188.058   170.799
188.067   172.209
188.077   173.505
188.087   174.692
188.097   175.834
188.106   176.906
188.116   177.879
188.126   178.830
188.136   179.715
188.145   -179.558
188.155   -178.779
188.165   -178.037
188.174   -177.354
188.184   -176.708
188.194   -176.083
188.204   -175.462
188.213   -174.948
188.223   -174.398
188.233   -173.896
188.243   -173.430
188.252   -172.961
188.262   -172.519
188.272   -172.068
188.281   -171.719
188.291   -171.337
188.301   -170.922
188.311   -170.609
188.320   -170.273
188.330   -169.923
188.340   -169.642
188.349   -169.336
188.359   -168.977
188.369   -168.727
188.379   -168.456
188.388   -168.294
188.398   -167.999
188.408   -167.708
188.418   -167.497
188.427   -167.264
188.437   -167.064
188.447   -166.828
188.456   -166.675
188.466   -166.367
188.476   -166.219
188.486   -166.003
188.495   -165.810
188.505   -165.613
188.515   -165.578
188.524   -165.296
188.534   -165.122
188.544   -165.004
188.554   -164.823
188.563   -164.580
188.573   -164.534
188.583   -164.374
188.593   -164.232
188.602   -164.035
188.612   -163.915
188.622   -163.792
188.631   -163.679
188.641   -163.571
188.651   -163.402
188.661   -163.328
188.670   -163.180
188.680   -163.034
188.690   -162.877
188.700   -162.872
188.709   -162.666
188.719   -162.630
188.729   -162.480
188.738   -162.443
188.748   -162.262
188.758   -162.280
188.768   -162.115
188.777   -162.036
188.787   -161.879
188.797   -161.723
188.806   -161.722
188.816   -161.563
188.826   -161.547
188.836   -161.388
188.845   -161.200
188.855   -161.244
188.865   -161.083
188.875   -161.025
188.884   -161.007
188.894   -160.987
188.904   -160.818
188.913   -160.668
188.923   -160.648
188.933   -160.650
188.943   -160.529
188.952   -160.384
188.962   -160.299
188.972   -160.214
188.981   -160.244
188.991   -160.101
189.001   -160.011
189.011   -159.874
189.020   -159.900
189.030   -159.699
189.040   -159.628
189.050   -159.461
189.059   -159.563
189.069   -159.376
189.079   -159.377
189.088   -159.423
189.098   -159.223
189.108   -159.280
189.118   -159.120
189.127   -159.166
189.137   -159.062
189.147   -158.943
189.157   -158.994
189.166   -158.855
189.176   -158.641
189.186   -158.660
189.195   -158.555
189.205   -158.500
189.215   -158.323
189.225   -158.238
189.234   -158.300
189.244   -158.389
189.254   -158.264
189.263   -158.140
189.273   -158.115
189.283   -158.050
189.293   -158.143
189.302   -157.918
189.312   -157.865
189.322   -157.789
189.332   -157.675
189.341   -157.615
189.351   -157.502
189.361   -157.497
189.370   -157.459
189.380   -157.411
189.390   -157.488
189.400   -157.085
189.409   -157.250
189.419   -157.180
189.429   -157.074
189.438   -156.991
189.448   -157.113
189.458   -157.029
189.468   -156.968
189.477   -156.808
189.487   -156.805
189.497   -156.669
189.507   -156.643
189.516   -156.412
189.526   -156.669
189.536   -156.520
189.545   -156.496
189.555   -156.313
189.565   -156.278
189.575   -156.267
189.584   -156.220
189.594   -156.255
189.604   -156.164
189.614   -155.954
189.623   -156.035
189.633   -156.093
189.643   -156.076
189.652   -156.165
189.662   -155.908
189.672   -155.717
189.682   -155.917
189.691   -155.927
189.701   -155.620
189.711   -156.010
189.720   -156.022
189.730   -155.750
189.740   -155.530
189.750   -155.534
189.759   -155.758
189.769   -155.328
189.779   -155.501
189.789   -155.504
189.798   -155.516
189.808   -155.449
189.818   -155.284
189.827   -155.398
189.837   -155.393
189.847   -155.309
189.857   -154.939
189.866   -155.255
189.876   -155.075
189.886   -154.733
189.895   -155.141
189.905   -155.024
189.915   -154.968
189.925   -154.950
189.934   -154.872
189.944   -154.957
189.954   -154.708
189.964   -155.089
189.973   -154.917
189.983   -155.067
189.993   -154.903
190.002   -155.010
190.012   -154.798
190.022   -155.020
190.032   -154.460
190.041   -154.710
190.051   -154.779
190.061   -155.043
190.071   -154.735
190.080   -154.515
190.090   -154.700
190.100   -154.596
190.109   -154.951
190.119   -154.828
190.129   -154.859
190.139   -154.662
190.148   -154.689
190.158   -154.826
190.168   -154.535
190.177   -154.625
190.187   -154.595
190.197   -154.602
190.207   -154.794
190.216   -154.521
190.226   -154.648
190.236   -154.554
190.246   -154.402
190.255   -154.704
190.265   -154.757
190.275   -154.738
190.284   -154.463
190.294   -154.543
190.304   -154.861
190.314   -154.840
190.323   -154.868
190.333   -154.891
190.343   -155.122
190.352   -154.877
190.362   -154.707
190.372   -154.662
190.382   -154.511
190.391   -154.429
190.401   -154.931
190.411   -154.756
190.421   -154.881
190.430   -154.922
190.440   -154.841
190.450   -155.158
190.459   -154.903
190.469   -155.123
190.479   -154.791
190.489   -154.831
190.498   -155.097
190.508   -154.866
190.518   -155.321
190.528   -155.213
190.537   -155.056
190.547   -155.297
190.557   -154.860
190.566   -155.106
190.576   -154.962
190.586   -154.921
190.596   -155.168
190.605   -155.496
190.615   -155.036
190.625   -154.827
190.634   -155.006
190.644   -155.064
190.654   -154.468
190.664   -155.253
190.673   -155.321
190.683   -154.795
190.693   -155.036
190.703   -155.303
190.712   -155.044
190.722   -154.986
190.732   -155.192
190.741   -154.877
190.751   -155.108
190.761   -155.455
190.771   -155.201
190.780   -155.481
190.790   -155.315
190.800   -155.174
190.810   -155.344
190.819   -155.019
190.829   -155.126
190.839   -155.099
190.848   -155.039
190.858   -155.129
190.868   -155.287
190.878   -155.134
190.887   -154.790
190.897   -155.198
190.907   -154.891
190.916   -154.963
190.926   -155.131
190.936   -155.316
190.946   -155.052
190.955   -155.207
190.965   -155.142
190.975   -154.853
190.985   -155.017
190.994   -154.942
191.004   -155.047
191.014   -155.296
191.023   -155.069
191.033   -154.840
191.043   -155.631
191.053   -155.125
191.062   -154.908
191.072   -154.999
191.082   -154.993
191.091   -154.843
191.101   -154.860
191.111   -154.961
191.121   -155.204
191.130   -155.118
191.140   -154.558
191.150   -154.871
191.160   -154.856
191.169   -154.965
191.179   -155.119
191.189   -154.748
191.198   -155.347
191.208   -154.963
191.218   -154.879
191.228   -154.797
191.237   -155.194
191.247   -154.864
191.257   -154.895
191.267   -154.789
191.276   -155.174
191.286   -155.202
191.296   -155.091
191.305   -155.052
191.315   -154.867
191.325   -154.932
191.335   -154.662
191.344   -155.036
191.354   -155.399
191.364   -154.738
191.373   -154.795
191.383   -155.136
191.393   -154.838
191.403   -154.941
191.412   -154.850
191.422   -154.703
191.432   -155.132
191.442   -154.824
191.451   -155.114
191.461   -154.859
191.471   -155.100
191.480   -155.280
191.490   -155.043
191.500   -154.504
191.510   -154.871
191.519   -155.076
191.529   -155.463
191.539   -155.632
191.548   -154.847
191.558   -154.838
191.568   -154.804
191.578   -155.287
191.587   -155.015
191.597   -154.682
191.607   -154.975
191.617   -154.584
191.626   -155.164
191.636   -155.088
191.646   -155.219
191.655   -155.007
191.665   -154.710
191.675   -154.860
191.685   -154.648
191.694   -155.098
191.704   -154.967
191.714   -154.801
191.724   -154.952
191.733   -155.213
191.743   -154.405
191.753   -154.951
191.762   -155.138
191.772   -154.259
191.782   -154.847
191.792   -154.817
191.801   -155.017
191.811   -155.164
191.821   -154.546
191.830   -154.661
191.840   -154.819
191.850   -154.841
191.860   -154.666
191.869   -154.760
191.879   -154.607
191.889   -154.864
191.899   -154.812
191.908   -154.964
191.918   -154.663
191.928   -155.002
191.937   -154.513
191.947   -154.852
191.957   -154.606
191.967   -155.503
191.976   -154.658
191.986   -154.911
191.996   -154.585
192.005   -154.847
192.015   -154.833
192.025   -154.292
192.035   -154.838
192.044   -154.069
192.054   -154.480
192.064   -154.742
192.074   -154.664
192.083   -154.624
192.093   -154.754
192.103   -154.808
192.112   -154.302
192.122   -154.136
192.132   -155.161
192.142   -154.157
192.151   -154.645
192.161   -154.728
192.171   -154.522
192.181   -154.698
192.190   -154.472
192.200   -154.590
192.210   -154.368
192.219   -154.483
192.229   -154.995
192.239   -154.827
192.249   -154.238
192.258   -154.336
192.268   -154.631
192.278   -154.226
192.287   -154.768
192.297   -154.785
192.307   -153.934
192.317   -154.196
192.326   -154.012
192.336   -154.104
192.346   -154.608
192.356   -154.271
192.365   -154.154
192.375   -154.229
192.385   -153.883
192.394   -154.156
192.404   -154.839
192.414   -153.999
192.424   -154.284
192.433   -153.923
192.443   -154.012
192.453   -153.763
192.462   -154.247
192.472   -153.930
192.482   -153.990
192.492   -154.219
192.501   -153.851
192.511   -153.737
192.521   -154.547
192.531   -154.163
192.540   -153.878
192.550   -153.679
192.560   -154.175
192.569   -153.951
192.579   -153.579
192.589   -153.795
192.599   -153.658
192.608   -154.007
192.618   -153.812
192.628   -153.956
192.638   -153.457
192.647   -153.613
192.657   -153.329
192.667   -153.367
192.676   -153.397
192.686   -153.212
192.696   -153.780
192.706   -153.922
192.715   -153.525
192.725   -153.420
192.735   -153.246
192.744   -153.558
192.754   -153.354
192.764   -153.152
192.774   -153.035
192.783   -153.419
192.793   -153.259
192.803   -153.064
192.813   -153.130
192.822   -152.778
192.832   -153.276
192.842   -153.085
192.851   -153.752
192.861   -152.895
192.871   -153.504
192.881   -153.112
192.890   -152.702
192.900   -152.636
192.910   -153.258
192.919   -152.786
192.929   -153.231
192.939   -152.504
192.949   -152.707
192.958   -152.363
192.968   -152.743
192.978   -152.528
192.988   -153.026
192.997   -152.649
193.007   -152.200
193.017   -152.430
193.026   -152.248
193.036   -152.214
193.046   -151.958
193.056   -152.357
193.065   -152.537
193.075   -151.670
193.085   -151.659
193.095   -151.965
193.104   -152.349



