3/10/2021 9:52:04 AM
Series 1
-----------------------------------------------
Frequency (kHz)	Degrees (°)
185.131   3.907
185.141   4.049
185.150   4.504
185.160   4.889
185.170   4.878
185.180   5.316
185.189   5.321
185.199   5.414
185.209   6.221
185.218   6.173
185.228   6.500
185.238   6.806
185.248   7.327
185.257   7.322
185.267   7.585
185.277   8.151
185.287   7.986
185.296   8.335
185.306   8.363
185.316   8.851
185.325   9.002
185.335   9.651
185.345   9.913
185.355   9.668
185.364   9.961
185.374   10.019
185.384   10.425
185.394   11.162
185.403   10.932
185.413   11.290
185.423   11.207
185.432   11.780
185.442   11.766
185.452   11.984
185.462   12.148
185.471   12.653
185.481   13.049
185.491   13.129
185.500   13.103
185.510   13.819
185.520   13.914
185.530   13.487
185.539   14.132
185.549   14.461
185.559   14.766
185.569   14.621
185.578   14.997
185.588   15.077
185.598   15.330
185.607   15.415
185.617   15.668
185.627   15.956
185.637   16.089
185.646   16.531
185.656   16.606
185.666   16.743
185.676   16.864
185.685   17.175
185.695   17.349
185.705   17.388
185.714   17.588
185.724   17.967
185.734   18.068
185.744   17.970
185.753   18.428
185.763   18.684
185.773   18.883
185.782   18.744
185.792   19.035
185.802   19.073
185.812   19.452
185.821   19.535
185.831   19.774
185.841   20.051
185.851   20.051
185.860   20.411
185.870   20.447
185.880   20.430
185.889   20.805
185.899   20.946
185.909   21.166
185.919   21.184
185.928   21.678
185.938   21.591
185.948   21.494
185.957   22.124
185.967   22.121
185.977   22.241
185.987   22.261
185.996   22.761
186.006   22.809
186.016   22.894
186.026   23.051
186.035   23.140
186.045   23.320
186.055   23.526
186.064   23.630
186.074   23.799
186.084   23.859
186.094   23.947
186.103   24.132
186.113   24.349
186.123   24.287
186.133   24.575
186.142   24.688
186.152   24.875
186.162   24.969
186.171   25.076
186.181   25.425
186.191   25.532
186.201   25.674
186.210   25.614
186.220   25.833
186.230   25.860
186.239   26.052
186.249   26.179
186.259   26.117
186.269   26.461
186.278   26.693
186.288   26.737
186.298   26.773
186.308   26.889
186.317   27.086
186.327   27.160
186.337   27.177
186.346   27.369
186.356   27.866
186.366   27.696
186.376   27.646
186.385   27.923
186.395   27.992
186.405   28.118
186.414   28.413
186.424   28.522
186.434   28.533
186.444   28.527
186.453   28.707
186.463   28.810
186.473   29.091
186.483   29.008
186.492   29.227
186.502   29.207
186.512   29.439
186.521   29.317
186.531   29.707
186.541   29.697
186.551   29.949
186.560   29.783
186.570   30.184
186.580   30.059
186.590   30.218
186.599   30.361
186.609   30.457
186.619   30.691
186.628   30.748
186.638   30.727
186.648   30.870
186.658   31.129
186.667   31.056
186.677   31.225
186.687   31.127
186.696   31.467
186.706   31.451
186.716   31.645
186.726   31.706
186.735   31.922
186.745   31.871
186.755   32.087
186.765   32.209
186.774   32.270
186.784   32.369
186.794   32.510
186.803   32.677
186.813   32.630
186.823   32.775
186.833   33.100
186.842   33.047
186.852   33.199
186.862   33.299
186.871   33.355
186.881   33.505
186.891   33.582
186.901   33.797
186.910   33.835
186.920   33.881
186.930   33.972
186.940   34.125
186.949   34.246
186.959   34.454
186.969   34.566
186.978   34.656
186.988   34.815
186.998   34.971
187.008   35.152
187.017   35.087
187.027   35.290
187.037   35.295
187.047   35.518
187.056   35.587
187.066   35.783
187.076   35.990
187.085   36.014
187.095   36.150
187.105   36.359
187.115   36.476
187.124   36.624
187.134   36.766
187.144   36.876
187.153   37.146
187.163   37.228
187.173   37.316
187.183   37.526
187.192   37.612
187.202   37.838
187.212   38.052
187.222   38.165
187.231   38.350
187.241   38.613
187.251   38.835
187.260   38.962
187.270   39.162
187.280   39.413
187.290   39.676
187.299   39.909
187.309   40.153
187.319   40.332
187.328   40.546
187.338   40.832
187.348   41.059
187.358   41.328
187.367   41.676
187.377   41.883
187.387   42.127
187.397   42.484
187.406   42.860
187.416   43.101
187.426   43.540
187.435   43.839
187.445   44.166
187.455   44.607
187.465   45.055
187.474   45.554
187.484   45.966
187.494   46.664
187.504   46.672
187.513   47.214
187.523   47.816
187.533   48.453
187.542   49.038
187.552   49.655
187.562   50.241
187.572   50.974
187.581   51.672
187.591   52.394
187.601   53.214
187.610   54.093
187.620   54.935
187.630   55.929
187.640   56.906
187.649   57.992
187.659   59.132
187.669   60.311
187.679   61.639
187.688   63.018
187.698   64.417
187.708   66.026
187.717   67.698
187.727   69.431
187.737   71.366
187.747   73.402
187.756   75.601
187.766   77.881
187.776   80.371
187.785   82.982
187.795   85.792
187.805   88.733
187.815   91.825
187.824   95.130
187.834   98.621
187.844   102.179
187.854   105.899
187.863   109.758
187.873   113.687
187.883   117.684
187.892   121.720
187.902   125.712
187.912   129.659
187.922   133.551
187.931   137.312
187.941   140.915
187.951   144.319
187.961   147.562
187.970   150.581
187.980   153.370
187.990   155.983
187.999   158.337
188.009   160.550
188.019   162.582
188.029   164.482
188.038   166.201
188.048   167.801
188.058   169.310
188.067   170.690
188.077   171.973
188.087   173.172
188.097   174.294
188.106   175.337
188.116   176.294
188.126   177.246
188.136   178.078
188.145   178.914
188.155   179.650
188.165   -179.685
188.174   -178.999
188.184   -178.343
188.194   -177.749
188.204   -177.120
188.213   -176.603
188.223   -176.074
188.233   -175.580
188.243   -175.125
188.252   -174.613
188.262   -174.169
188.272   -173.745
188.281   -173.326
188.291   -172.930
188.301   -172.617
188.311   -172.304
188.320   -171.943
188.330   -171.643
188.340   -171.273
188.349   -170.951
188.359   -170.730
188.369   -170.432
188.379   -170.104
188.388   -169.795
188.398   -169.631
188.408   -169.333
188.418   -169.189
188.427   -168.833
188.437   -168.651
188.447   -168.554
188.456   -168.277
188.466   -168.024
188.476   -167.868
188.486   -167.608
188.495   -167.433
188.505   -167.270
188.515   -167.210
188.524   -167.029
188.534   -166.769
188.544   -166.603
188.554   -166.477
188.563   -166.387
188.573   -166.136
188.583   -166.008
188.593   -165.843
188.602   -165.798
188.612   -165.587
188.622   -165.486
188.631   -165.343
188.641   -165.085
188.651   -165.081
188.661   -164.936
188.670   -164.951
188.680   -164.701
188.690   -164.547
188.700   -164.496
188.709   -164.302
188.719   -164.224
188.729   -164.086
188.738   -163.993
188.748   -163.964
188.758   -163.874
188.768   -163.644
188.777   -163.592
188.787   -163.400
188.797   -163.404
188.806   -163.318
188.816   -163.238
188.826   -163.059
188.836   -163.058
188.845   -162.932
188.855   -162.847
188.865   -162.699
188.875   -162.735
188.884   -162.549
188.894   -162.522
188.904   -162.439
188.913   -162.303
188.923   -162.122
188.933   -162.229
188.943   -162.081
188.952   -162.203
188.962   -161.819
188.972   -161.918
188.981   -161.672
188.991   -161.586
189.001   -161.576
189.011   -161.396
189.020   -161.440
189.030   -161.361
189.040   -161.252
189.050   -161.036
189.059   -160.863
189.069   -161.028
189.079   -160.898
189.088   -160.761
189.098   -160.729
189.108   -160.873
189.118   -160.636
189.127   -160.601
189.137   -160.592
189.147   -160.221
189.157   -160.378
189.166   -160.381
189.176   -160.363
189.186   -160.214
189.195   -160.205
189.205   -160.108
189.215   -159.978
189.225   -160.012
189.234   -159.981
189.244   -159.888
189.254   -159.640
189.263   -159.868
189.273   -159.567
189.283   -159.557
189.293   -159.627
189.302   -159.553
189.312   -159.357
189.322   -159.398
189.332   -159.098
189.341   -159.322
189.351   -159.091
189.361   -158.960
189.370   -158.824
189.380   -159.068
189.390   -158.903
189.400   -158.724
189.409   -158.655
189.419   -158.913
189.429   -158.450
189.438   -158.605
189.448   -158.553
189.458   -158.466
189.468   -158.372
189.477   -158.388
189.487   -158.374
189.497   -158.488
189.507   -158.244
189.516   -158.316
189.526   -158.253
189.536   -158.104
189.545   -157.943
189.555   -157.923
189.565   -157.957
189.575   -157.575
189.584   -157.898
189.594   -157.879
189.604   -157.632
189.614   -157.421
189.623   -157.852
189.633   -157.452
189.643   -157.377
189.652   -157.625
189.662   -157.155
189.672   -157.412
189.682   -157.415
189.691   -157.059
189.701   -157.307
189.711   -157.474
189.720   -157.213
189.730   -157.304
189.740   -157.043
189.750   -157.312
189.759   -156.988
189.769   -156.948
189.779   -156.883
189.789   -156.880
189.798   -156.794
189.808   -157.005
189.818   -156.989
189.827   -156.839
189.837   -156.932
189.847   -156.854
189.857   -156.340
189.866   -156.823
189.876   -156.850
189.886   -156.811
189.895   -156.608
189.905   -156.816
189.915   -156.838
189.925   -156.378
189.934   -156.654
189.944   -156.522
189.954   -156.802
189.964   -157.052
189.973   -156.376
189.983   -156.546
189.993   -156.297
190.002   -156.409
190.012   -156.498
190.022   -156.209
190.032   -156.556
190.041   -156.215
190.051   -156.190
190.061   -156.370
190.071   -156.657
190.080   -156.339
190.090   -156.409
190.100   -156.389
190.109   -156.498
190.119   -155.763
190.129   -156.511
190.139   -156.498
190.148   -156.553
190.158   -156.231
190.168   -156.537
190.177   -156.572
190.187   -156.445
190.197   -156.310
190.207   -156.427
190.216   -156.186
190.226   -156.816
190.236   -156.333
190.246   -156.452
190.255   -156.234
190.265   -156.203
190.275   -156.676
190.284   -156.497
190.294   -156.637
190.304   -156.096
190.314   -156.593
190.323   -156.500
190.333   -156.575
190.343   -156.927
190.352   -156.215
190.362   -156.654
190.372   -156.621
190.382   -156.482
190.391   -156.473
190.401   -156.436
190.411   -156.603
190.421   -156.914
190.430   -156.675
190.440   -156.713
190.450   -156.410
190.459   -156.358
190.469   -156.576
190.479   -156.602
190.489   -156.510
190.498   -156.061
190.508   -156.796
190.518   -156.913
190.528   -156.751
190.537   -156.876
190.547   -156.249
190.557   -156.643
190.566   -156.791
190.576   -156.665
190.586   -156.855
190.596   -156.796
190.605   -157.030
190.615   -156.497
190.625   -156.944
190.634   -156.924
190.644   -156.569
190.654   -156.932
190.664   -156.606
190.673   -156.849
190.683   -156.995
190.693   -156.838
190.703   -156.794
190.712   -156.794
190.722   -156.939
190.732   -156.761
190.741   -156.661
190.751   -156.594
190.761   -156.363
190.771   -156.658
190.780   -156.971
190.790   -157.097
190.800   -156.692
190.810   -156.614
190.819   -156.894
190.829   -156.274
190.839   -156.578
190.848   -156.740
190.858   -156.982
190.868   -156.756
190.878   -156.603
190.887   -156.527
190.897   -156.872
190.907   -156.669
190.916   -156.725
190.926   -156.587
190.936   -156.637
190.946   -156.246
190.955   -156.789
190.965   -156.683
190.975   -156.619
190.985   -156.382
190.994   -156.934
191.004   -156.577
191.014   -156.661
191.023   -156.778
191.033   -156.783
191.043   -156.502
191.053   -156.452
191.062   -156.518
191.072   -156.516
191.082   -156.241
191.091   -156.570
191.101   -156.725
191.111   -156.483
191.121   -156.615
191.130   -157.030
191.140   -156.540
191.150   -156.811
191.160   -155.978
191.169   -156.751
191.179   -156.538
191.189   -156.241
191.198   -156.783
191.208   -156.424
191.218   -156.349
191.228   -156.781
191.237   -156.647
191.247   -156.681
191.257   -156.710
191.267   -156.605
191.276   -156.585
191.286   -156.222
191.296   -156.606
191.305   -156.384
191.315   -156.719
191.325   -156.813
191.335   -156.789
191.344   -156.893
191.354   -156.601
191.364   -156.467
191.373   -156.432
191.383   -156.473
191.393   -156.494
191.403   -156.555
191.412   -156.258
191.422   -156.680
191.432   -156.475
191.442   -156.486
191.451   -156.468
191.461   -156.903
191.471   -156.796
191.480   -156.220
191.490   -156.264
191.500   -156.662
191.510   -156.324
191.519   -156.881
191.529   -156.469
191.539   -156.374
191.548   -156.230
191.558   -156.428
191.568   -156.527
191.578   -156.290
191.587   -156.282
191.597   -156.802
191.607   -157.046
191.617   -156.232
191.626   -156.848
191.636   -156.239
191.646   -156.056
191.655   -156.319
191.665   -156.683
191.675   -156.954
191.685   -156.726
191.694   -156.720
191.704   -156.195
191.714   -156.236
191.724   -156.319
191.733   -156.244
191.743   -156.476
191.753   -155.957
191.762   -156.843
191.772   -156.260
191.782   -156.618
191.792   -156.625
191.801   -156.270
191.811   -156.285
191.821   -156.322
191.830   -156.171
191.840   -157.069
191.850   -155.942
191.860   -156.576
191.869   -156.471
191.879   -156.341
191.889   -156.054
191.899   -157.076
191.908   -156.395
191.918   -156.127
191.928   -156.353
191.937   -156.130
191.947   -155.883
191.957   -156.244
191.967   -156.335
191.976   -156.206
191.986   -155.905
191.996   -156.294
192.005   -156.240
192.015   -156.371
192.025   -155.848
192.035   -156.095
192.044   -156.270
192.054   -155.834
192.064   -156.676
192.074   -155.947
192.083   -156.022
192.093   -156.061
192.103   -155.927
192.112   -155.785
192.122   -156.042
192.132   -156.202
192.142   -156.474
192.151   -156.378
192.161   -156.684
192.171   -156.397
192.181   -156.293
192.190   -156.579
192.200   -155.055
192.210   -155.437
192.219   -155.451
192.229   -156.495
192.239   -155.919
192.249   -155.853
192.258   -155.788
192.268   -156.058
192.278   -156.626
192.287   -155.471
192.297   -155.865
192.307   -156.212
192.317   -156.291
192.326   -156.236
192.336   -155.541
192.346   -155.631
192.356   -155.801
192.365   -155.967
192.375   -155.806
192.385   -155.893
192.394   -155.118
192.404   -155.756
192.414   -156.263
192.424   -155.541
192.433   -155.281
192.443   -155.784
192.453   -155.757
192.462   -155.764
192.472   -155.413
192.482   -155.788
192.492   -155.303
192.501   -155.990
192.511   -155.286
192.521   -155.004
192.531   -155.084
192.540   -155.470
192.550   -155.184
192.560   -155.116
192.569   -155.396
192.579   -155.699
192.589   -155.534
192.599   -155.384
192.608   -155.588
192.618   -155.089
192.628   -154.732
192.638   -155.608
192.647   -155.950
192.657   -154.787
192.667   -154.442
192.676   -154.960
192.686   -154.609
192.696   -155.520
192.706   -154.451
192.715   -154.595
192.725   -154.993
192.735   -154.586
192.744   -153.914
192.754   -154.650
192.764   -155.054
192.774   -154.544
192.783   -154.228
192.793   -154.839
192.803   -154.338
192.813   -154.412
192.822   -154.998
192.832   -154.243
192.842   -154.889
192.851   -154.356
192.861   -154.052
192.871   -154.350
192.881   -154.399
192.890   -153.572
192.900   -154.083
192.910   -154.167
192.919   -154.064
192.929   -153.874
192.939   -153.967
192.949   -153.696
192.958   -154.277
192.968   -154.291
192.978   -153.779
192.988   -154.054
192.997   -153.578
193.007   -153.682
193.017   -154.033
193.026   -153.473
193.036   -153.459
193.046   -153.988
193.056   -153.483
193.065   -153.353
193.075   -153.554
193.085   -154.016
193.095   -152.657
193.104   -153.472



